Category,Metric,varianta_main_2_1_0 Mean,variantb_kotlin_2_1_20 Mean,varianta_main_2_1_0 P50,variantb_kotlin_2_1_20 P50,varianta_main_2_1_0 P90,variantb_kotlin_2_1_20 P90,Unit
:core:analytics:compileProdDebugKotlin,Compiler IR generation line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,4,3,3,3,3,3,
:core:analytics:compileProdDebugKotlin,Analysis lines per second,873,876,861,830,1138,1162,
:core:analytics:compileProdDebugKotlin,Number of classpath entries,86,86,86,86,86,86,
:core:analytics:compileProdDebugKotlin,Total size of the cache directory,542.8,542.8,543,543,543,543,KB
:core:analytics:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,Size of classpath snapshot,4.6,4.6,5,5,5,5,MB
:core:analytics:compileProdDebugKotlin,Save shrunk current classpath snapshot,5.88,2.8,3,3,25,4,ms
:core:analytics:compileProdDebugKotlin,Clear output,2.5,,3,,3,,ms
:core:analytics:compileProdDebugKotlin,Clear outputs on rebuild,2.0,,2,,3,,ms
:core:analytics:compileProdDebugKotlin,Write history file,5.0,4.5,5,5,5,6,ms
:core:common:compileKotlin,Shrink current classpath snapshot non-incrementally,58.66,63.38,49,50,118,139,ms
:core:common:compileKotlin,Save shrunk current classpath snapshot,3.75,3.64,4,3,8,7,ms
:core:common:compileKotlin,Spent time before task action,25.2,22.7,24,21,36,33,ms
:core:common:compileKotlin,Run compilation,2391.66,2411.74,2415,2405,2627,2753,ms
:core:common:compileKotlin,Load current classpath snapshot,40.02,46.8,31,34,94,107,ms
:core:common:compileKotlin,Compiler IR lowering,388.28,363.66,379,353,495,472,ms
:core:common:compileKotlin,Calculate output size,3.2,3.6,2,3,8,7,ms
:core:common:compileKotlin,Update caches,11.62,12.94,10,10,18,22,ms
:core:common:compileKotlin,Total Gradle task time,2559.12,2582.6,2578,2561,2774,2909,ms
:core:common:compileKotlin,Run compilation in Gradle worker,2423.8,2446.78,2435,2432,2654,2788,ms
:core:common:compileKotlin,Connect to Kotlin daemon,25.82,26.82,24,24,37,40,ms
:core:common:compileKotlin,Task action before worker execution,15.88,18.06,16,17,22,25,ms
:core:common:compileKotlin,Shrink and save current classpath snapshot after compilation,61.2,66.3,52,52,122,145,ms
:core:common:compileKotlin,Clear jar cache,2.8,2.91,3,3,5,6,ms
:core:common:compileKotlin,Incremental compilation in daemon,2352.86,2367.68,2371,2371,2574,2705,ms
:core:common:compileKotlin,Compiler code analysis,831.2,867.48,822,804,987,1150,ms
:core:common:compileKotlin,Sources compilation round,2083.68,2091.52,2089,2040,2301,2443,ms
:core:common:compileKotlin,Start gradle worker,4.07,4.85,4,3,8,11,ms
:core:common:compileKotlin,Compiler initialization time,150.28,163.42,154,161,185,217,ms
:core:common:compileKotlin,Compiler code generation,820.82,776.54,822,780,954,884,ms
:core:common:compileKotlin,Compiler IR generation,432.04,412.44,427,410,514,509,ms
:core:common:compileKotlin,Compiler IR translation,269.84,551.86,264,561,346,707,ms
:core:common:compileKotlin,Number of lines for code generation,148,148,148,148,148,148,
:core:common:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:common:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:common:compileKotlin,Compiler IR lowering line number,148,148,148,148,148,148,
:core:common:compileKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:common:compileKotlin,Number of cache hits when loading classpath entry snapshots,1,1,1,1,1,1,
:core:common:compileKotlin,Number of lines analyzed,148,148,148,148,148,148,
:core:common:compileKotlin,Size of shrunk classpath snapshot,5.1,5.1,5,5,5,5,KB
:core:common:compileKotlin,Compiler IR translation line number,148,296,148,296,148,296,
:core:common:compileKotlin,Code generation lines per second,182,192,180,190,215,230,
:core:common:compileKotlin,Compiler IR generation line number,148,148,148,148,148,148,
:core:common:compileKotlin,Number of cache misses when loading classpath entry snapshots,8,8,8,8,8,8,
:core:common:compileKotlin,Analysis lines per second,180,177,180,184,213,219,
:core:common:compileKotlin,Number of classpath entries,9,9,9,9,9,9,
:core:common:compileKotlin,Total size of the cache directory,499.4,499.4,499,499,499,499,KB
:core:common:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:common:compileKotlin,Size of classpath snapshot,488.8,494.2,489,494,489,494,KB
:core:common:compileKotlin,Clear outputs on rebuild,2.0,4.25,2,4,2,6,ms
:core:common:compileKotlin,Clear output,3.67,3.0,3,3,6,3,ms
:core:common:compileKotlin,Store build info,2.75,2.0,3,2,5,3,ms
:core:common:compileKotlin,Write history file,4.4,2.75,4,3,9,6,ms
:core:data:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,75.2,83.94,81,86,109,127,ms
:core:data:compileDemoDebugKotlin,Save shrunk current classpath snapshot,4.22,5.2,4,4,9,11,ms
:core:data:compileDemoDebugKotlin,Spent time before task action,62.76,44.3,38,39,60,67,ms
:core:data:compileDemoDebugKotlin,Run compilation,5129.26,5389.18,5403,5561,6454,6817,ms
:core:data:compileDemoDebugKotlin,Load current classpath snapshot,19.38,19.72,19,21,32,30,ms
:core:data:compileDemoDebugKotlin,Compiler IR lowering,576.64,611.86,564,605,781,856,ms
:core:data:compileDemoDebugKotlin,Calculate output size,3.38,3.6,3,2,7,9,ms
:core:data:compileDemoDebugKotlin,Update caches,29.5,30.56,26,31,46,44,ms
:core:data:compileDemoDebugKotlin,Total Gradle task time,8707.92,8538.52,7096,6872,13495,14156,ms
:core:data:compileDemoDebugKotlin,Run compilation in Gradle worker,5165.16,5419.92,5432,5600,6483,6839,ms
:core:data:compileDemoDebugKotlin,Connect to Kotlin daemon,21.18,18.28,17,18,32,26,ms
:core:data:compileDemoDebugKotlin,Task action before worker execution,42.28,39.62,37,38,51,53,ms
:core:data:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,81.06,90.94,88,95,115,134,ms
:core:data:compileDemoDebugKotlin,Clear jar cache,4.63,4.44,4,4,7,8,ms
:core:data:compileDemoDebugKotlin,Incremental compilation in daemon,5052.7,5324.38,5322,5499,6340,6707,ms
:core:data:compileDemoDebugKotlin,Compiler code analysis,2212.92,2313.4,2177,2299,2604,2784,ms
:core:data:compileDemoDebugKotlin,Sources compilation round,4682.48,4948.66,4944,5141,5912,6212,ms
:core:data:compileDemoDebugKotlin,Start gradle worker,3197.64,2777.74,459,50,9211,9831,ms
:core:data:compileDemoDebugKotlin,Compiler initialization time,88.74,83.4,83,78,105,112,ms
:core:data:compileDemoDebugKotlin,Compiler code generation,2006.62,2151.08,2206,2250,2817,2944,ms
:core:data:compileDemoDebugKotlin,Compiler IR generation,1429.4,1538.68,1645,1616,2016,2173,ms
:core:data:compileDemoDebugKotlin,Compiler IR translation,360.32,777.42,359,770,473,1052,ms
:core:data:compileDemoDebugKotlin,Number of lines for code generation,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Compiler IR lowering line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,48,48,48,48,48,48,
:core:data:compileDemoDebugKotlin,Number of lines analyzed,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Size of shrunk classpath snapshot,109.0,109.0,109,109,109,109,KB
:core:data:compileDemoDebugKotlin,Compiler IR translation line number,1484,2968,1484,2968,1484,2968,
:core:data:compileDemoDebugKotlin,Code generation lines per second,833,767,673,659,1311,1220,
:core:data:compileDemoDebugKotlin,Compiler IR generation line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,6,6,6,6,
:core:data:compileDemoDebugKotlin,Analysis lines per second,683,655,682,645,818,800,
:core:data:compileDemoDebugKotlin,Number of classpath entries,54,54,54,54,54,54,
:core:data:compileDemoDebugKotlin,Total size of the cache directory,668.6,668.6,669,669,669,669,KB
:core:data:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Size of classpath snapshot,3.2,3.2,3,3,3,3,MB
:core:data:compileDemoDebugKotlin,Write history file,3.25,2.75,3,3,7,5,ms
:core:data:compileDemoDebugKotlin,Clear output,3.0,5.0,3,5,3,5,ms
:core:data:compileDemoDebugKotlin,Store build info,5.0,7.0,6,7,7,8,ms
:core:data:compileDemoDebugKotlin,Clear outputs on rebuild,4.0,,4,,4,,ms
:core:data:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,37.4,42.76,37,37,58,64,ms
:core:data:compileProdDebugKotlin,Spent time before task action,56.18,65.5,23,24,188,209,ms
:core:data:compileProdDebugKotlin,Run compilation,2401.92,2513.0,2331,2452,2892,3064,ms
:core:data:compileProdDebugKotlin,Load current classpath snapshot,8.96,10.26,9,10,15,15,ms
:core:data:compileProdDebugKotlin,Compiler IR lowering,274.1,280.92,270,269,379,416,ms
:core:data:compileProdDebugKotlin,Calculate output size,1.96,1.96,1,1,4,5,ms
:core:data:compileProdDebugKotlin,Update caches,11.94,13.28,11,12,19,23,ms
:core:data:compileProdDebugKotlin,Total Gradle task time,3020.94,3098.4,2821,2999,4080,3865,ms
:core:data:compileProdDebugKotlin,Run compilation in Gradle worker,2424.34,2530.86,2342,2468,2906,3082,ms
:core:data:compileProdDebugKotlin,Connect to Kotlin daemon,16.46,13.12,12,11,25,22,ms
:core:data:compileProdDebugKotlin,Task action before worker execution,43.6,44.5,28,28,51,55,ms
:core:data:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,40.24,45.44,39,40,63,67,ms
:core:data:compileProdDebugKotlin,Clear jar cache,3.61,2.15,1,1,10,5,ms
:core:data:compileProdDebugKotlin,Incremental compilation in daemon,2371.48,2482.56,2311,2427,2868,3038,ms
