Category,Metric,varianta_using_xms Mean,variantb_no_xms Mean,varianta_using_xms P50,variantb_no_xms P50,varianta_using_xms P90,variantb_no_xms P90,Unit
:core:notifications:compileProdDebugKotlin,Compiler IR generation,61.94,61.04,60,60,92,85,ms
:core:notifications:compileProdDebugKotlin,Spent time before task action,21.58,22.82,20,20,33,29,ms
:core:notifications:compileProdDebugKotlin,Connect to Kotlin daemon,11.74,15.88,12,13,20,27,ms
:core:notifications:compileProdDebugKotlin,Run compilation,795.48,882.82,767,850,1022,1183,ms
:core:notifications:compileProdDebugKotlin,Incremental compilation in daemon,773.72,856.08,746,823,1003,1143,ms
:core:notifications:compileProdDebugKotlin,Task action before worker execution,31.32,28.18,27,28,45,36,ms
:core:notifications:compileProdDebugKotlin,Compiler code analysis,428.6,502.92,420,464,509,753,ms
:core:notifications:compileProdDebugKotlin,Calculate output size,2.42,2.52,1,2,5,5,ms
:core:notifications:compileProdDebugKotlin,Compiler IR lowering,70.62,65.38,61,62,109,92,ms
:core:notifications:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,29.94,34.42,30,30,44,49,ms
:core:notifications:compileProdDebugKotlin,Compiler IR translation,62.36,68.16,61,62,87,101,ms
:core:notifications:compileProdDebugKotlin,Clear jar cache,1.83,2.8,1,2,4,6,ms
:core:notifications:compileProdDebugKotlin,Compiler initialization time,34.26,34.5,33,35,49,50,ms
:core:notifications:compileProdDebugKotlin,Run compilation in Gradle worker,811.56,904.98,788,863,1043,1213,ms
:core:notifications:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,40,39,40,40,40,40,
:core:notifications:compileProdDebugKotlin,Number of lines for code generation,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Number of classpath entries,40,40,40,40,40,40,
:core:notifications:compileProdDebugKotlin,Number of lines analyzed,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:core:notifications:compileProdDebugKotlin,Compiler IR generation line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:notifications:compileProdDebugKotlin,Analysis lines per second,619,554,607,549,798,757,
:core:notifications:compileProdDebugKotlin,Total size of the cache directory,546.4,546.4,546,546,546,546,KB
:core:notifications:compileProdDebugKotlin,Compiler IR translation line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Code generation lines per second,2232,2194,2152,2032,3440,3319,
:core:notifications:compileProdDebugKotlin,Compiler IR lowering line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Size of classpath snapshot,2.5,2.5,3,3,3,3,MB
:core:notifications:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.13,3.25,3,3,6,6,ms
:core:notifications:compileProdDebugKotlin,Write history file,2.0,2.0,2,2,3,2,ms
:core:notifications:compileProdDebugKotlin,Store build info,3.0,,3,,5,,ms
:core:notifications:compileProdDebugKotlin,Clear output,2.5,1.5,3,2,3,2,ms
:core:screenshot-testing:compileDemoDebugKotlin,Update caches,2.14,2.71,1,1,6,5,ms
:core:screenshot-testing:compileDemoDebugKotlin,Start gradle worker,1.92,2.22,1,1,4,5,ms
:core:screenshot-testing:compileDemoDebugKotlin,Load current classpath snapshot,49.7,62.14,50,58,86,107,ms
:core:screenshot-testing:compileDemoDebugKotlin,Total Gradle task time,1721.64,1807.62,1655,1695,2052,2276,ms
:core:screenshot-testing:compileDemoDebugKotlin,Sources compilation round,1347.82,1381.22,1280,1299,1736,1725,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler code generation,177.66,181.24,170,170,237,272,ms
:core:screenshot-testing:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,150.96,173.5,141,163,227,245,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR generation,97.02,96.5,97,92,129,138,ms
:core:screenshot-testing:compileDemoDebugKotlin,Spent time before task action,23.92,25.82,23,25,31,38,ms
:core:screenshot-testing:compileDemoDebugKotlin,Connect to Kotlin daemon,12.54,10.58,9,9,19,18,ms
:core:screenshot-testing:compileDemoDebugKotlin,Run compilation,1587.1,1643.24,1537,1561,1939,2065,ms
:core:screenshot-testing:compileDemoDebugKotlin,Incremental compilation in daemon,1567.78,1623.88,1517,1544,1920,2049,ms
:core:screenshot-testing:compileDemoDebugKotlin,Task action before worker execution,16.54,16.78,15,18,29,24,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler code analysis,618.1,630.68,613,603,772,820,ms
:core:screenshot-testing:compileDemoDebugKotlin,Calculate output size,2.3,1.74,1,1,4,4,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR lowering,80.12,84.2,76,76,99,147,ms
:core:screenshot-testing:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,152.74,175.26,142,166,229,246,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR translation,446.46,455.28,419,423,529,620,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler initialization time,100.78,109.18,94,104,163,168,ms
:core:screenshot-testing:compileDemoDebugKotlin,Run compilation in Gradle worker,1603.76,1658.14,1557,1578,1955,2081,ms
:core:screenshot-testing:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,102,98,110,104,121,121,
:core:screenshot-testing:compileDemoDebugKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:core:screenshot-testing:compileDemoDebugKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileDemoDebugKotlin,Analysis lines per second,453,450,444,451,549,580,
:core:screenshot-testing:compileDemoDebugKotlin,Total size of the cache directory,467.8,467.8,468,468,468,468,KB
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR translation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Code generation lines per second,1675,1642,1600,1605,2455,2346,
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,27,32,27,41,49,49,
:core:screenshot-testing:compileDemoDebugKotlin,Clear jar cache,2.09,2.68,1,2,5,5,ms
:core:screenshot-testing:compileDemoDebugKotlin,Save shrunk current classpath snapshot,4.67,2.14,5,2,6,4,ms
:core:screenshot-testing:compileDemoDebugKotlin,Store build info,3.5,3.0,4,2,6,7,ms
:core:screenshot-testing:compileDemoDebugKotlin,Clear output,1.0,1.0,1,1,1,1,ms
:core:screenshot-testing:compileProdDebugKotlin,Update caches,2.32,1.73,1,1,5,4,ms
:core:screenshot-testing:compileProdDebugKotlin,Start gradle worker,1.78,2.3,1,2,3,5,ms
:core:screenshot-testing:compileProdDebugKotlin,Load current classpath snapshot,61.14,61.4,56,58,91,113,ms
:core:screenshot-testing:compileProdDebugKotlin,Total Gradle task time,1735.7,1772.26,1683,1694,2095,2177,ms
:core:screenshot-testing:compileProdDebugKotlin,Sources compilation round,1347.48,1375.2,1295,1332,1723,1752,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler code generation,176.68,170.28,159,164,239,249,ms
:core:screenshot-testing:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,163.54,165.0,155,153,233,248,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR generation,99.32,94.84,83,93,135,133,ms
:core:screenshot-testing:compileProdDebugKotlin,Spent time before task action,24.7,25.9,24,26,36,36,ms
:core:screenshot-testing:compileProdDebugKotlin,Connect to Kotlin daemon,12.94,10.54,9,9,18,20,ms
:core:screenshot-testing:compileProdDebugKotlin,Run compilation,1597.36,1630.4,1547,1574,1967,1999,ms
:core:screenshot-testing:compileProdDebugKotlin,Incremental compilation in daemon,1578.92,1608.44,1527,1554,1953,1961,ms
:core:screenshot-testing:compileProdDebugKotlin,Task action before worker execution,13.64,14.98,13,14,23,22,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler code analysis,613.46,638.02,609,595,792,802,ms
:core:screenshot-testing:compileProdDebugKotlin,Calculate output size,3.22,2.04,1,1,5,5,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR lowering,76.96,75.08,74,71,97,99,ms
:core:screenshot-testing:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,165.66,168.22,158,157,234,250,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR translation,444.1,458.52,408,431,556,595,ms
:core:screenshot-testing:compileProdDebugKotlin,Clear jar cache,1.91,2.28,1,1,5,6,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler initialization time,106.8,102.46,97,98,168,154,ms
:core:screenshot-testing:compileProdDebugKotlin,Run compilation in Gradle worker,1613.84,1644.44,1559,1587,1974,2015,ms
:core:screenshot-testing:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,90,94,84,89,121,121,
:core:screenshot-testing:compileProdDebugKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:core:screenshot-testing:compileProdDebugKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileProdDebugKotlin,Analysis lines per second,461,442,447,457,596,556,
:core:screenshot-testing:compileProdDebugKotlin,Total size of the cache directory,467.8,467.8,468,468,468,468,KB
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR translation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Code generation lines per second,1690,1727,1716,1663,2305,2324,
:core:screenshot-testing:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,36,38,45,48,49,49,
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileProdDebugKotlin,Store build info,2.0,1.0,2,1,3,1,ms
:core:screenshot-testing:compileProdDebugKotlin,Save shrunk current classpath snapshot,6.0,2.44,4,3,14,4,ms
:core:screenshot-testing:compileProdDebugKotlin,Clear output,2.5,,3,,3,,ms
:core:screenshot-testing:compileProdDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:testing:compileDemoDebugKotlin,Update caches,3.98,4.54,3,5,7,8,ms
:core:testing:compileDemoDebugKotlin,Start gradle worker,2.73,3.63,2,1,5,5,ms
:core:testing:compileDemoDebugKotlin,Load current classpath snapshot,5.86,5.82,5,6,10,11,ms
:core:testing:compileDemoDebugKotlin,Total Gradle task time,1561.68,1579.6,1532,1489,1869,2046,ms
:core:testing:compileDemoDebugKotlin,Sources compilation round,1277.12,1281.76,1261,1237,1528,1566,ms
:core:testing:compileDemoDebugKotlin,Compiler code generation,338.84,372.36,331,347,446,528,ms
:core:testing:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,30.8,29.5,26,28,50,44,ms
:core:testing:compileDemoDebugKotlin,Compiler IR generation,181.28,206.3,166,193,274,342,ms
:core:testing:compileDemoDebugKotlin,Spent time before task action,26.38,26.14,27,24,37,47,ms
:core:testing:compileDemoDebugKotlin,Connect to Kotlin daemon,12.3,13.26,8,10,18,18,ms
:core:testing:compileDemoDebugKotlin,Run compilation,1407.86,1414.64,1380,1371,1678,1849,ms
:core:testing:compileDemoDebugKotlin,Incremental compilation in daemon,1388.16,1394.74,1367,1353,1649,1805,ms
:core:testing:compileDemoDebugKotlin,Task action before worker execution,24.86,23.8,26,23,36,36,ms
:core:testing:compileDemoDebugKotlin,Compiler code analysis,792.54,757.1,793,722,980,953,ms
:core:testing:compileDemoDebugKotlin,Calculate output size,1.88,1.72,1,1,4,4,ms
:core:testing:compileDemoDebugKotlin,Compiler IR lowering,156.86,165.54,149,166,206,228,ms
:core:testing:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,33.0,31.52,30,29,56,47,ms
:core:testing:compileDemoDebugKotlin,Compiler IR translation,102.54,106.68,100,98,142,148,ms
:core:testing:compileDemoDebugKotlin,Clear jar cache,1.63,1.97,1,1,3,5,ms
:core:testing:compileDemoDebugKotlin,Compiler initialization time,35.82,38.64,34,37,54,61,ms
:core:testing:compileDemoDebugKotlin,Run compilation in Gradle worker,1424.54,1432.04,1391,1381,1746,1871,ms
:core:testing:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,60,60,60,60,65,65,
:core:testing:compileDemoDebugKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Number of classpath entries,65,65,65,65,65,65,
:core:testing:compileDemoDebugKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileDemoDebugKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileDemoDebugKotlin,Analysis lines per second,1266,1353,1232,1352,1537,1711,
:core:testing:compileDemoDebugKotlin,Total size of the cache directory,573.2,573.2,573,573,573,573,KB
:core:testing:compileDemoDebugKotlin,Compiler IR translation line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Code generation lines per second,3029,2843,2948,2812,3995,4013,
:core:testing:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,5,5,5,6,6,
:core:testing:compileDemoDebugKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.0,2.75,3,3,6,8,ms
:core:testing:compileDemoDebugKotlin,Clear output,3.5,3.5,4,4,4,4,ms
:core:testing:compileDemoDebugKotlin,Write history file,3.0,,3,,3,,ms
:core:testing:compileDemoDebugKotlin,Store build info,1.0,,1,,1,,ms
:core:testing:compileDemoDebugKotlin,Clear outputs on rebuild,1.0,2.0,1,2,1,3,ms
:core:testing:compileProdDebugKotlin,Update caches,4.16,4.58,4,4,8,8,ms
:core:testing:compileProdDebugKotlin,Load current classpath snapshot,3.7,4.54,3,3,8,9,ms
:core:testing:compileProdDebugKotlin,Total Gradle task time,1452.02,1527.02,1444,1507,1709,1890,ms
:core:testing:compileProdDebugKotlin,Sources compilation round,1191.58,1249.16,1191,1210,1465,1597,ms
:core:testing:compileProdDebugKotlin,Compiler code generation,296.56,308.78,278,306,417,405,ms
:core:testing:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,24.8,30.08,23,29,41,48,ms
:core:testing:compileProdDebugKotlin,Compiler IR generation,144.32,161.32,137,143,203,240,ms
:core:testing:compileProdDebugKotlin,Spent time before task action,21.08,22.86,21,21,27,30,ms
:core:testing:compileProdDebugKotlin,Connect to Kotlin daemon,11.72,13.2,9,9,17,18,ms
:core:testing:compileProdDebugKotlin,Run compilation,1308.34,1378.4,1303,1354,1581,1771,ms
:core:testing:compileProdDebugKotlin,Incremental compilation in daemon,1291.02,1357.46,1285,1330,1561,1750,ms
:core:testing:compileProdDebugKotlin,Task action before worker execution,26.04,27.66,27,25,33,38,ms
:core:testing:compileProdDebugKotlin,Compiler code analysis,762.5,806.72,750,759,974,1065,ms
:core:testing:compileProdDebugKotlin,Calculate output size,1.14,2.76,1,1,1,4,ms
:core:testing:compileProdDebugKotlin,Compiler IR lowering,151.78,146.92,140,143,225,219,ms
:core:testing:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,26.54,32.2,24,30,44,53,ms
:core:testing:compileProdDebugKotlin,Compiler IR translation,90.18,95.14,85,84,135,142,ms
:core:testing:compileProdDebugKotlin,Compiler initialization time,36.02,31.98,33,34,57,51,ms
:core:testing:compileProdDebugKotlin,Run compilation in Gradle worker,1323.16,1394.88,1316,1367,1595,1780,ms
:core:testing:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,63,63,65,65,65,65,
:core:testing:compileProdDebugKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Number of classpath entries,65,65,65,65,65,65,
:core:testing:compileProdDebugKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileProdDebugKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileProdDebugKotlin,Analysis lines per second,1319,1275,1301,1286,1643,1622,
:core:testing:compileProdDebugKotlin,Total size of the cache directory,573.2,573.2,573,573,573,573,KB
:core:testing:compileProdDebugKotlin,Compiler IR translation line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Code generation lines per second,3495,3378,3517,3189,4558,4681,
:core:testing:compileProdDebugKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileProdDebugKotlin,Start gradle worker,1.77,2.41,1,1,4,6,ms
:core:testing:compileProdDebugKotlin,Clear jar cache,2.12,2.29,1,1,5,5,ms
:core:testing:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,5,5,5,5,5,
:core:testing:compileProdDebugKotlin,Write history file,2.0,1.0,2,1,3,1,ms
:core:testing:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.0,2.53,3,1,7,8,ms
:core:testing:compileProdDebugKotlin,Store build info,2.0,3.0,2,3,2,5,ms
:core:ui:compileDemoDebugKotlin,Update caches,14.34,19.9,14,15,19,23,ms
:core:ui:compileDemoDebugKotlin,Start gradle worker,271.04,314.92,9,14,970,1056,ms
:core:ui:compileDemoDebugKotlin,Load current classpath snapshot,23.36,24.68,23,24,32,36,ms
:core:ui:compileDemoDebugKotlin,Total Gradle task time,5359.22,5835.28,5301,5728,6513,6819,ms
:core:ui:compileDemoDebugKotlin,Save shrunk current classpath snapshot,1.98,2.18,1,1,4,5,ms
:core:ui:compileDemoDebugKotlin,Sources compilation round,4551.84,4905.66,4551,4864,5053,5365,ms
:core:ui:compileDemoDebugKotlin,Compiler code generation,1539.44,1644.02,1531,1632,1775,1895,ms
:core:ui:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,95.74,99.94,91,98,113,129,ms
:core:ui:compileDemoDebugKotlin,Compiler IR generation,868.78,945.52,877,929,1038,1227,ms
:core:ui:compileDemoDebugKotlin,Spent time before task action,68.8,82.96,66,73,102,153,ms
:core:ui:compileDemoDebugKotlin,Connect to Kotlin daemon,14.24,18.3,14,17,23,28,ms
:core:ui:compileDemoDebugKotlin,Run compilation,4816.78,5202.32,4854,5182,5304,5711,ms
:core:ui:compileDemoDebugKotlin,Incremental compilation in daemon,4783.8,5163.44,4820,5151,5275,5682,ms
:core:ui:compileDemoDebugKotlin,Task action before worker execution,21.16,50.44,19,27,31,126,ms
:core:ui:compileDemoDebugKotlin,Compiler code analysis,1755.5,1860.6,1755,1818,2021,2150,ms
:core:ui:compileDemoDebugKotlin,Calculate output size,3.12,2.32,1,2,5,4,ms
:core:ui:compileDemoDebugKotlin,Compiler IR lowering,670.06,697.92,650,675,867,833,ms
:core:ui:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,98.84,103.1,96,103,117,132,ms
:core:ui:compileDemoDebugKotlin,Compiler IR translation,1136.82,1275.82,1133,1276,1304,1533,ms
:core:ui:compileDemoDebugKotlin,Compiler initialization time,107.98,112.26,100,105,151,154,ms
:core:ui:compileDemoDebugKotlin,Run compilation in Gradle worker,4835.62,5226.22,4876,5207,5324,5727,ms
:core:ui:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,53,53,53,53,53,53,
:core:ui:compileDemoDebugKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:ui:compileDemoDebugKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Size of shrunk classpath snapshot,90.3,90.3,90,90,90,90,KB
:core:ui:compileDemoDebugKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileDemoDebugKotlin,Analysis lines per second,721,683,710,685,867,793,
:core:ui:compileDemoDebugKotlin,Total size of the cache directory,603.9,603.9,604,604,604,604,KB
:core:ui:compileDemoDebugKotlin,Compiler IR translation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Code generation lines per second,822,769,814,764,973,898,
:core:ui:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,5,5,5,5,5,
:core:ui:compileDemoDebugKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Size of classpath snapshot,7.8,7.8,8,8,8,8,MB
:core:ui:compileDemoDebugKotlin,Clear outputs on rebuild,3.0,4.67,3,6,3,6,ms
:core:ui:compileDemoDebugKotlin,Clear jar cache,1.71,2.53,1,2,3,4,ms
:core:ui:compileDemoDebugKotlin,Store build info,3.0,4.0,3,4,4,4,ms
:core:ui:compileDemoDebugKotlin,Write history file,2.0,3.5,2,4,3,5,ms
:core:ui:compileDemoDebugKotlin,Clear output,2.0,2.67,2,3,2,3,ms
:core:ui:compileProdDebugKotlin,Update caches,7.78,7.76,7,7,12,12,ms
:core:ui:compileProdDebugKotlin,Start gradle worker,36.61,79.88,5,7,40,41,ms
:core:ui:compileProdDebugKotlin,Load current classpath snapshot,15.18,17.06,14,16,27,28,ms
:core:ui:compileProdDebugKotlin,Total Gradle task time,3569.86,3790.16,3443,3719,4427,4682,ms
:core:ui:compileProdDebugKotlin,Sources compilation round,2979.36,3181.04,2928,3145,3665,3863,ms
:core:ui:compileProdDebugKotlin,Compiler code generation,902.9,986.58,868,943,1237,1300,ms
:core:ui:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,61.86,74.76,60,72,92,110,ms
:core:ui:compileProdDebugKotlin,Compiler IR generation,554.14,614.0,519,568,798,854,ms
:core:ui:compileProdDebugKotlin,Spent time before task action,31.54,32.86,29,30,50,49,ms
:core:ui:compileProdDebugKotlin,Connect to Kotlin daemon,35.6,19.08,13,13,28,28,ms
:core:ui:compileProdDebugKotlin,Run compilation,3223.12,3438.4,3120,3403,3923,4250,ms
:core:ui:compileProdDebugKotlin,Incremental compilation in daemon,3191.56,3399.96,3098,3378,3892,4220,ms
:core:ui:compileProdDebugKotlin,Task action before worker execution,31.2,48.64,17,21,76,142,ms
:core:ui:compileProdDebugKotlin,Compiler code analysis,1100.5,1145.96,1052,1104,1388,1495,ms
:core:ui:compileProdDebugKotlin,Calculate output size,2.18,2.8,1,2,5,7,ms
:core:ui:compileProdDebugKotlin,Compiler IR lowering,348.3,372.02,344,366,497,504,ms
:core:ui:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,64.0,77.38,61,75,96,118,ms
:core:ui:compileProdDebugKotlin,Compiler IR translation,886.34,943.92,859,942,1074,1125,ms
:core:ui:compileProdDebugKotlin,Clear jar cache,2.41,2.79,2,2,5,5,ms
:core:ui:compileProdDebugKotlin,Compiler initialization time,81.84,96.58,70,83,121,168,ms
:core:ui:compileProdDebugKotlin,Run compilation in Gradle worker,3263.74,3462.74,3145,3421,3944,4278,ms
:core:ui:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,56,56,57,57,57,57,
:core:ui:compileProdDebugKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:ui:compileProdDebugKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Size of shrunk classpath snapshot,90.3,90.3,90,90,90,90,KB
:core:ui:compileProdDebugKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileProdDebugKotlin,Analysis lines per second,1175,1147,1185,1128,1468,1557,
:core:ui:compileProdDebugKotlin,Total size of the cache directory,603.9,603.9,604,604,604,604,KB
:core:ui:compileProdDebugKotlin,Compiler IR translation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Code generation lines per second,1450,1335,1436,1322,1916,1702,
:core:ui:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Size of classpath snapshot,7.9,7.9,8,8,8,8,MB
:core:ui:compileProdDebugKotlin,Save shrunk current classpath snapshot,1.6,1.78,1,1,4,4,ms
