Category,Metric,varianta_main_r8 Mean,variantb_r8_different_process Mean,varianta_main_r8 P50,variantb_r8_different_process P50,varianta_main_r8 P90,variantb_r8_different_process P90,Unit
:core:network:compileDemoReleaseKotlin,Code generation lines per second,267,265,270,264,299,309,
:core:network:compileDemoReleaseKotlin,Analysis lines per second,291,294,287,292,331,337,
:core:network:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,25,25,26,26,26,26,
:core:network:compileDemoReleaseKotlin,Compiler IR generation line number,558,558,558,558,558,558,
:core:network:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:network:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,27,27,27,27,27,27,
:core:network:compileDemoReleaseKotlin,Compiler IR translation line number,558,558,558,558,558,558,
:core:network:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:network:compileDemoReleaseKotlin,Number of classpath entries,53,53,53,53,53,53,
:core:network:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,39.5,39.5,40,40,40,40,KB
:core:network:compileDemoReleaseKotlin,Compiler IR lowering line number,558,558,558,558,558,558,
:core:network:compileDemoReleaseKotlin,Clear outputs on rebuild,3.0,6.0,3,6,3,6,ms
:core:network:compileDemoReleaseKotlin,Clear output,3.0,,3,,4,,ms
:core:network:compileDemoReleaseKotlin,Write history file,1.0,4.5,1,5,1,6,ms
:core:network:compileDemoReleaseKotlin,Store build info,6.0,5.0,6,6,6,7,ms
:core:network:compileProdReleaseKotlin,Update caches,7.64,10.6,7,10,13,16,ms
:core:network:compileProdReleaseKotlin,Total Gradle task time,2048.6,2490.16,2076,2491,2488,2926,ms
:core:network:compileProdReleaseKotlin,Compiler code generation,541.56,737.08,526,753,713,903,ms
:core:network:compileProdReleaseKotlin,Compiler code analysis,803.12,943.8,800,941,1018,1154,ms
:core:network:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,29.02,35.5,29,36,47,51,ms
:core:network:compileProdReleaseKotlin,Compiler IR generation,317.56,447.14,296,442,437,582,ms
:core:network:compileProdReleaseKotlin,Load current classpath snapshot,4.78,5.12,5,5,9,8,ms
:core:network:compileProdReleaseKotlin,Run compilation in Gradle worker,1867.32,2299.5,1853,2321,2292,2641,ms
:core:network:compileProdReleaseKotlin,Compiler IR translation,305.8,362.64,308,337,365,473,ms
:core:network:compileProdReleaseKotlin,Start gradle worker,2.27,3.84,2,3,6,7,ms
:core:network:compileProdReleaseKotlin,Incremental compilation in daemon,1814.28,2245.9,1797,2243,2238,2598,ms
:core:network:compileProdReleaseKotlin,Task action before worker execution,45.98,43.0,31,35,52,52,ms
:core:network:compileProdReleaseKotlin,Sources compilation round,1700.7,2104.78,1692,2084,2113,2453,ms
:core:network:compileProdReleaseKotlin,Clear output,2.33,2.5,1,3,5,3,ms
:core:network:compileProdReleaseKotlin,Connect to Kotlin daemon,13.0,23.28,11,15,19,25,ms
:core:network:compileProdReleaseKotlin,Clear jar cache,3.56,1.9,1,1,9,4,ms
:core:network:compileProdReleaseKotlin,Spent time before task action,33.06,24.6,23,24,36,33,ms
:core:network:compileProdReleaseKotlin,Compiler initialization time,43.64,53.02,44,48,60,74,ms
:core:network:compileProdReleaseKotlin,Calculate output size,1.64,2.38,1,1,4,4,ms
:core:network:compileProdReleaseKotlin,Compiler IR lowering,223.32,289.46,221,294,278,367,ms
:core:network:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,27.18,33.36,26,34,45,48,ms
:core:network:compileProdReleaseKotlin,Run compilation,1849.44,2271.94,1840,2267,2280,2620,ms
:core:network:compileProdReleaseKotlin,Total size of the cache directory,566.5,566.5,567,567,567,567,KB
:core:network:compileProdReleaseKotlin,Number of lines analyzed,558,558,558,558,558,558,
:core:network:compileProdReleaseKotlin,Size of classpath snapshot,2.9,2.9,3,3,3,3,MB
:core:network:compileProdReleaseKotlin,Number of lines for code generation,558,558,558,558,558,558,
:core:network:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:network:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:network:compileProdReleaseKotlin,Code generation lines per second,1067,793,1060,741,1346,1071,
:core:network:compileProdReleaseKotlin,Analysis lines per second,723,608,697,593,945,765,
:core:network:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,53,53,53,53,53,53,
:core:network:compileProdReleaseKotlin,Compiler IR generation line number,558,558,558,558,558,558,
:core:network:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:network:compileProdReleaseKotlin,Compiler IR translation line number,558,558,558,558,558,558,
:core:network:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:network:compileProdReleaseKotlin,Number of classpath entries,53,53,53,53,53,53,
:core:network:compileProdReleaseKotlin,Size of shrunk classpath snapshot,39.5,39.5,40,40,40,40,KB
:core:network:compileProdReleaseKotlin,Compiler IR lowering line number,558,558,558,558,558,558,
:core:network:compileProdReleaseKotlin,Write history file,7.0,2.0,7,2,7,3,ms
:core:network:compileProdReleaseKotlin,Save shrunk current classpath snapshot,3.0,3.08,3,3,6,7,ms
:core:network:compileProdReleaseKotlin,Store build info,2.5,5.4,3,5,4,9,ms
:core:notifications:compileDemoReleaseKotlin,Update caches,4.4,5.06,5,5,8,9,ms
:core:notifications:compileDemoReleaseKotlin,Total Gradle task time,1667.34,1664.46,1645,1669,1965,1878,ms
:core:notifications:compileDemoReleaseKotlin,Compiler code generation,277.7,282.2,267,274,348,369,ms
:core:notifications:compileDemoReleaseKotlin,Compiler code analysis,795.86,797.64,803,785,956,968,ms
:core:notifications:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,67.6,67.56,63,67,113,93,ms
:core:notifications:compileDemoReleaseKotlin,Compiler IR generation,153.1,156.72,151,151,219,227,ms
:core:notifications:compileDemoReleaseKotlin,Load current classpath snapshot,9.46,10.0,9,10,14,14,ms
:core:notifications:compileDemoReleaseKotlin,Run compilation in Gradle worker,1523.6,1513.04,1504,1529,1817,1700,ms
:core:notifications:compileDemoReleaseKotlin,Compiler IR translation,122.7,123.52,123,124,158,151,ms
:core:notifications:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,2.23,2.21,2,1,4,6,ms
:core:notifications:compileDemoReleaseKotlin,Start gradle worker,2.94,3.06,3,3,6,6,ms
:core:notifications:compileDemoReleaseKotlin,Incremental compilation in daemon,1451.9,1447.76,1431,1464,1733,1628,ms
:core:notifications:compileDemoReleaseKotlin,Task action before worker execution,32.74,31.62,32,32,46,42,ms
:core:notifications:compileDemoReleaseKotlin,Sources compilation round,1271.02,1271.32,1256,1279,1553,1421,ms
:core:notifications:compileDemoReleaseKotlin,Connect to Kotlin daemon,27.36,21.36,21,20,41,31,ms
:core:notifications:compileDemoReleaseKotlin,Clear jar cache,4.37,4.29,4,4,7,7,ms
:core:notifications:compileDemoReleaseKotlin,Spent time before task action,30.04,29.54,30,29,39,41,ms
:core:notifications:compileDemoReleaseKotlin,Compiler initialization time,67.2,60.52,56,57,126,99,ms
:core:notifications:compileDemoReleaseKotlin,Calculate output size,2.34,2.52,1,2,4,5,ms
:core:notifications:compileDemoReleaseKotlin,Compiler IR lowering,124.08,124.96,122,123,151,161,ms
:core:notifications:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,64.94,64.72,59,66,110,91,ms
:core:notifications:compileDemoReleaseKotlin,Run compilation,1487.66,1483.54,1476,1504,1766,1661,ms
:core:notifications:compileDemoReleaseKotlin,Total size of the cache directory,546.4,546.4,546,546,546,546,KB
:core:notifications:compileDemoReleaseKotlin,Number of lines analyzed,255,255,255,255,255,255,
:core:notifications:compileDemoReleaseKotlin,Size of classpath snapshot,2.5,2.5,3,3,3,3,MB
:core:notifications:compileDemoReleaseKotlin,Number of lines for code generation,255,255,255,255,255,255,
:core:notifications:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:notifications:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:notifications:compileDemoReleaseKotlin,Code generation lines per second,955,936,957,931,1180,1163,
:core:notifications:compileDemoReleaseKotlin,Analysis lines per second,327,327,317,325,389,396,
:core:notifications:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,38,38,38,38,39,39,
:core:notifications:compileDemoReleaseKotlin,Compiler IR generation line number,255,255,255,255,255,255,
:core:notifications:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:notifications:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,1,1,2,2,2,2,
:core:notifications:compileDemoReleaseKotlin,Compiler IR translation line number,255,255,255,255,255,255,
:core:notifications:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:notifications:compileDemoReleaseKotlin,Number of classpath entries,40,40,40,40,40,40,
:core:notifications:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:core:notifications:compileDemoReleaseKotlin,Compiler IR lowering line number,255,255,255,255,255,255,
:core:notifications:compileDemoReleaseKotlin,Clear outputs on rebuild,3.0,2.0,3,2,5,3,ms
:core:notifications:compileDemoReleaseKotlin,Write history file,4.0,,4,,4,,ms
:core:notifications:compileDemoReleaseKotlin,Store build info,2.5,,3,,3,,ms
:core:notifications:compileDemoReleaseKotlin,Clear output,3.0,,3,,3,,ms
:core:notifications:compileProdReleaseKotlin,Update caches,2.88,2.7,3,2,6,6,ms
:core:notifications:compileProdReleaseKotlin,Total Gradle task time,953.24,1087.32,945,1019,1194,1655,ms
:core:notifications:compileProdReleaseKotlin,Compiler code generation,121.18,142.48,120,123,171,270,ms
:core:notifications:compileProdReleaseKotlin,Compiler code analysis,427.44,506.72,388,465,608,743,ms
:core:notifications:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,30.48,36.04,29,31,39,43,ms
:core:notifications:compileProdReleaseKotlin,Compiler IR generation,59.02,67.46,60,64,85,92,ms
:core:notifications:compileProdReleaseKotlin,Load current classpath snapshot,3.92,5.4,5,5,6,7,ms
:core:notifications:compileProdReleaseKotlin,Run compilation in Gradle worker,810.82,951.16,806,868,1024,1488,ms
:core:notifications:compileProdReleaseKotlin,Compiler IR translation,66.38,74.92,58,64,101,98,ms
:core:notifications:compileProdReleaseKotlin,Start gradle worker,2.24,2.38,1,2,4,5,ms
:core:notifications:compileProdReleaseKotlin,Incremental compilation in daemon,763.8,901.16,733,819,1001,1419,ms
:core:notifications:compileProdReleaseKotlin,Task action before worker execution,23.96,25.1,23,25,36,36,ms
:core:notifications:compileProdReleaseKotlin,Sources compilation round,657.54,780.96,614,716,892,1122,ms
:core:notifications:compileProdReleaseKotlin,Connect to Kotlin daemon,16.5,14.78,12,10,21,23,ms
:core:notifications:compileProdReleaseKotlin,Clear jar cache,2.38,4.0,1,2,5,6,ms
:core:notifications:compileProdReleaseKotlin,Spent time before task action,19.04,20.84,18,19,27,32,ms
:core:notifications:compileProdReleaseKotlin,Compiler initialization time,34.28,50.98,29,33,46,67,ms
:core:notifications:compileProdReleaseKotlin,Calculate output size,2.78,3.02,2,2,6,8,ms
:core:notifications:compileProdReleaseKotlin,Compiler IR lowering,61.66,74.64,60,61,90,119,ms
:core:notifications:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,29.24,34.74,28,30,36,41,ms
:core:notifications:compileProdReleaseKotlin,Run compilation,788.26,928.92,777,849,1015,1464,ms
:core:notifications:compileProdReleaseKotlin,Total size of the cache directory,546.4,546.4,546,546,546,546,KB
:core:notifications:compileProdReleaseKotlin,Number of lines analyzed,255,255,255,255,255,255,
:core:notifications:compileProdReleaseKotlin,Size of classpath snapshot,2.5,2.5,3,3,3,3,MB
:core:notifications:compileProdReleaseKotlin,Number of lines for code generation,255,255,255,255,255,255,
:core:notifications:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:notifications:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:notifications:compileProdReleaseKotlin,Code generation lines per second,2337,2221,2134,2083,3846,3475,
:core:notifications:compileProdReleaseKotlin,Analysis lines per second,649,558,657,548,893,798,
:core:notifications:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,40,40,40,40,40,40,
:core:notifications:compileProdReleaseKotlin,Compiler IR generation line number,255,255,255,255,255,255,
:core:notifications:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:notifications:compileProdReleaseKotlin,Compiler IR translation line number,255,255,255,255,255,255,
:core:notifications:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:notifications:compileProdReleaseKotlin,Number of classpath entries,40,40,40,40,40,40,
:core:notifications:compileProdReleaseKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:core:notifications:compileProdReleaseKotlin,Compiler IR lowering line number,255,255,255,255,255,255,
:core:notifications:compileProdReleaseKotlin,Store build info,3.0,3.5,3,4,3,5,ms
:core:notifications:compileProdReleaseKotlin,Clear output,2.67,2.0,3,2,4,2,ms
:core:notifications:compileProdReleaseKotlin,Save shrunk current classpath snapshot,3.5,4.29,3,3,5,14,ms
:core:notifications:compileProdReleaseKotlin,Write history file,3.0,1.0,3,1,3,1,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Update caches,2.24,2.62,1,2,5,6,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Total Gradle task time,2267.76,2634.54,2334,2580,2766,3320,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Compiler code generation,191.82,242.08,191,233,257,314,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Compiler code analysis,627.78,776.4,617,759,782,1045,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,198.4,229.56,204,225,270,276,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Compiler IR generation,113.3,138.82,112,128,154,210,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Load current classpath snapshot,95.08,108.46,95,105,146,147,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Run compilation in Gradle worker,1696.86,2043.22,1703,2025,1979,2406,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Compiler IR translation,418.34,495.98,419,495,501,579,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,3.1,3.79,3,3,4,7,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Start gradle worker,11.3,38.34,7,5,20,60,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Incremental compilation in daemon,1645.24,1984.7,1634,1967,1932,2328,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Task action before worker execution,30.4,35.98,27,25,41,44,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Sources compilation round,1368.54,1667.0,1342,1660,1603,1979,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Connect to Kotlin daemon,12.72,14.18,11,11,22,33,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Spent time before task action,30.42,30.88,31,30,39,43,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Compiler initialization time,121.9,142.8,116,134,178,162,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Calculate output size,2.08,2.6,1,1,4,7,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Compiler IR lowering,77.94,102.64,78,100,104,142,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,196.04,224.92,200,221,269,273,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Run compilation,1680.24,2024.22,1684,2006,1969,2376,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Total size of the cache directory,467.9,467.9,468,468,468,468,KB
:core:screenshot-testing:compileDemoReleaseKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoReleaseKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileDemoReleaseKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileDemoReleaseKotlin,Code generation lines per second,1503,1184,1428,1170,2071,1560,
:core:screenshot-testing:compileDemoReleaseKotlin,Analysis lines per second,450,362,441,358,573,445,
:core:screenshot-testing:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,69,69,69,69,69,69,
:core:screenshot-testing:compileDemoReleaseKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,50,50,50,50,50,50,
:core:screenshot-testing:compileDemoReleaseKotlin,Compiler IR translation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoReleaseKotlin,Number of classpath entries,119,119,119,119,119,119,
:core:screenshot-testing:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileDemoReleaseKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoReleaseKotlin,Write history file,2.2,2.75,3,2,3,6,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Clear jar cache,1.88,2.24,2,2,3,5,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Clear output,2.67,6.5,3,7,4,7,ms
:core:screenshot-testing:compileDemoReleaseKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:core:screenshot-testing:compileProdReleaseKotlin,Update caches,2.02,3.08,1,3,4,6,ms
:core:screenshot-testing:compileProdReleaseKotlin,Total Gradle task time,1753.68,2198.86,1712,2186,2107,2701,ms
:core:screenshot-testing:compileProdReleaseKotlin,Compiler code generation,184.64,226.8,172,227,252,292,ms
:core:screenshot-testing:compileProdReleaseKotlin,Compiler code analysis,642.28,791.16,655,766,796,1041,ms
:core:screenshot-testing:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,114.06,139.1,119,133,153,195,ms
:core:screenshot-testing:compileProdReleaseKotlin,Compiler IR generation,99.02,128.44,98,125,150,172,ms
:core:screenshot-testing:compileProdReleaseKotlin,Load current classpath snapshot,15.74,22.96,16,20,24,34,ms
:core:screenshot-testing:compileProdReleaseKotlin,Run compilation in Gradle worker,1593.16,2004.22,1600,1993,1930,2483,ms
:core:screenshot-testing:compileProdReleaseKotlin,Compiler IR translation,403.36,507.18,401,511,539,593,ms
:core:screenshot-testing:compileProdReleaseKotlin,Start gradle worker,4.2,3.62,4,2,10,7,ms
:core:screenshot-testing:compileProdReleaseKotlin,Incremental compilation in daemon,1540.36,1914.48,1543,1902,1865,2307,ms
:core:screenshot-testing:compileProdReleaseKotlin,Task action before worker execution,23.72,23.44,19,21,35,32,ms
:core:screenshot-testing:compileProdReleaseKotlin,Sources compilation round,1350.9,1666.2,1341,1640,1643,2026,ms
:core:screenshot-testing:compileProdReleaseKotlin,Connect to Kotlin daemon,14.68,17.96,11,11,21,20,ms
:core:screenshot-testing:compileProdReleaseKotlin,Spent time before task action,31.56,39.32,26,30,38,47,ms
:core:screenshot-testing:compileProdReleaseKotlin,Compiler initialization time,113.56,131.06,111,126,154,178,ms
:core:screenshot-testing:compileProdReleaseKotlin,Calculate output size,2.24,2.52,1,1,4,7,ms
:core:screenshot-testing:compileProdReleaseKotlin,Compiler IR lowering,85.08,97.94,78,94,111,140,ms
:core:screenshot-testing:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,111.52,135.54,116,130,149,193,ms
:core:screenshot-testing:compileProdReleaseKotlin,Run compilation,1574.22,1974.6,1580,1947,1915,2453,ms
:core:screenshot-testing:compileProdReleaseKotlin,Total size of the cache directory,467.9,467.9,468,468,468,468,KB
:core:screenshot-testing:compileProdReleaseKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileProdReleaseKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileProdReleaseKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileProdReleaseKotlin,Code generation lines per second,1619,1274,1586,1198,2278,1843,
:core:screenshot-testing:compileProdReleaseKotlin,Analysis lines per second,439,355,416,355,561,434,
:core:screenshot-testing:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,119,119,119,119,119,119,
:core:screenshot-testing:compileProdReleaseKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileProdReleaseKotlin,Compiler IR translation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileProdReleaseKotlin,Number of classpath entries,119,119,119,119,119,119,
:core:screenshot-testing:compileProdReleaseKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileProdReleaseKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdReleaseKotlin,Clear output,70.0,4.8,70,5,135,10,ms
:core:screenshot-testing:compileProdReleaseKotlin,Clear jar cache,3.07,4.28,3,3,8,8,ms
:core:screenshot-testing:compileProdReleaseKotlin,Save shrunk current classpath snapshot,4.0,4.13,3,3,10,8,ms
:core:screenshot-testing:compileProdReleaseKotlin,Write history file,2.67,3.0,3,3,3,3,ms
:core:screenshot-testing:compileProdReleaseKotlin,Store build info,2.5,3.75,3,3,3,7,ms
:core:screenshot-testing:compileProdReleaseKotlin,Clear outputs on rebuild,1.0,3.0,1,3,1,3,ms
:core:testing:compileDemoReleaseKotlin,Update caches,5.58,7.24,5,6,10,12,ms
:core:testing:compileDemoReleaseKotlin,Total Gradle task time,2004.12,2383.92,2006,2359,2471,2803,ms
:core:testing:compileDemoReleaseKotlin,Compiler code generation,440.28,552.18,419,545,591,706,ms
:core:testing:compileDemoReleaseKotlin,Compiler code analysis,937.18,1157.26,952,1121,1149,1333,ms
:core:testing:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,45.36,57.08,44,52,65,81,ms
:core:testing:compileDemoReleaseKotlin,Compiler IR generation,235.42,305.36,222,287,317,418,ms
:core:testing:compileDemoReleaseKotlin,Load current classpath snapshot,9.4,12.44,8,11,18,20,ms
:core:testing:compileDemoReleaseKotlin,Run compilation in Gradle worker,1795.36,2175.26,1800,2129,2253,2562,ms
:core:testing:compileDemoReleaseKotlin,Compiler IR translation,130.4,154.16,125,151,176,189,ms
:core:testing:compileDemoReleaseKotlin,Start gradle worker,4.5,2.71,1,2,5,6,ms
:core:testing:compileDemoReleaseKotlin,Incremental compilation in daemon,1718.94,2102.7,1722,2065,2126,2427,ms
:core:testing:compileDemoReleaseKotlin,Task action before worker execution,31.28,37.74,29,33,42,54,ms
:core:testing:compileDemoReleaseKotlin,Sources compilation round,1562.9,1923.88,1576,1879,1837,2209,ms
:core:testing:compileDemoReleaseKotlin,Connect to Kotlin daemon,13.8,14.78,11,13,20,22,ms
:core:testing:compileDemoReleaseKotlin,Clear jar cache,2.19,4.0,1,1,5,4,ms
:core:testing:compileDemoReleaseKotlin,Spent time before task action,42.08,32.94,28,30,53,44,ms
:core:testing:compileDemoReleaseKotlin,Compiler initialization time,46.7,51.6,41,51,67,73,ms
:core:testing:compileDemoReleaseKotlin,Calculate output size,3.0,3.06,1,2,7,8,ms
:core:testing:compileDemoReleaseKotlin,Compiler IR lowering,204.26,246.24,192,249,292,305,ms
:core:testing:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,42.32,53.04,40,50,64,74,ms
:core:testing:compileDemoReleaseKotlin,Run compilation,1775.38,2153.26,1789,2105,2239,2533,ms
:core:testing:compileDemoReleaseKotlin,Total size of the cache directory,573.5,573.5,574,574,574,574,KB
:core:testing:compileDemoReleaseKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileDemoReleaseKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileDemoReleaseKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileDemoReleaseKotlin,Code generation lines per second,2355,1850,2329,1791,3175,2437,
:core:testing:compileDemoReleaseKotlin,Analysis lines per second,1083,862,1025,871,1466,995,
:core:testing:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,58,58,59,59,59,59,
:core:testing:compileDemoReleaseKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,5,5,5,5,6,6,
:core:testing:compileDemoReleaseKotlin,Compiler IR translation line number,976,976,976,976,976,976,
:core:testing:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileDemoReleaseKotlin,Number of classpath entries,64,64,64,64,64,64,
:core:testing:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileDemoReleaseKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,5.25,4.53,5,4,10,7,ms
:core:testing:compileDemoReleaseKotlin,Clear output,3.0,,3,,4,,ms
:core:testing:compileDemoReleaseKotlin,Store build info,5.0,5.0,5,5,5,9,ms
:core:testing:compileProdReleaseKotlin,Update caches,6.34,7.8,6,7,11,14,ms
:core:testing:compileProdReleaseKotlin,Total Gradle task time,1861.2,2237.74,1807,2119,2313,2919,ms
:core:testing:compileProdReleaseKotlin,Compiler code generation,373.34,469.52,379,468,494,659,ms
:core:testing:compileProdReleaseKotlin,Compiler code analysis,893.86,1089.1,877,1056,1252,1401,ms
:core:testing:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,36.68,47.24,35,42,56,77,ms
:core:testing:compileProdReleaseKotlin,Compiler IR generation,187.76,237.74,192,231,239,348,ms
:core:testing:compileProdReleaseKotlin,Load current classpath snapshot,4.44,5.68,4,5,8,10,ms
:core:testing:compileProdReleaseKotlin,Run compilation in Gradle worker,1616.12,1974.7,1549,1870,2041,2634,ms
:core:testing:compileProdReleaseKotlin,Compiler IR translation,98.8,120.52,105,120,144,173,ms
:core:testing:compileProdReleaseKotlin,Save shrunk current classpath snapshot,2.95,4.06,3,4,4,7,ms
:core:testing:compileProdReleaseKotlin,Start gradle worker,5.64,6.77,2,2,6,8,ms
:core:testing:compileProdReleaseKotlin,Incremental compilation in daemon,1568.36,1912.16,1521,1829,2009,2594,ms
:core:testing:compileProdReleaseKotlin,Task action before worker execution,50.24,56.4,35,40,96,102,ms
:core:testing:compileProdReleaseKotlin,Sources compilation round,1422.88,1738.32,1382,1699,1893,2316,ms
