Category,Metric,varianta_2.2.0 Mean,variantb_2.2.20-Beta2 Mean,varianta_2.2.0 P50,variantb_2.2.20-Beta2 P50,varianta_2.2.0 P90,variantb_2.2.20-Beta2 P90,Unit
Task Path,:data:article-user:kspDebugKotlin,4407,4638,4807,5074,5542,5880,ms
Task Path,:data:analytics-user:kspDebugKotlin,4912,4846,5430,5083,6569,6369,ms
Task Path,:data:article-user:compileDebugKotlin,1441,1409,1394,1423,1820,1733,ms
Task Path,:data:calendar-user:kspDebugKotlin,3061,3001,2791,2661,4589,5004,ms
Task Path,:data:analytics-user:compileDebugKotlin,1958,2097,1721,1723,3134,4180,ms
Task Path,:entity:forecast-cart:kspDebugKotlin,3920,4076,3351,4470,5835,5326,ms
Task Path,:entity:forecast-cart:compileDebugKotlin,1506,1596,1502,1532,1941,1979,ms
Task Path,:data:calendar-user:compileDebugKotlin,1931,2014,1924,1954,2222,2490,ms
Task Path,:entity:sync-cart:kspDebugKotlin,2914,3291,2853,3084,3462,4585,ms
Task Path,:data:forecast-user:kspDebugKotlin,2741,2799,2590,2773,3165,3646,ms
Task Path,:entity:sync-cart:compileDebugKotlin,1598,1614,1556,1560,2029,2000,ms
Task Path,:data:event-user:kspDebugKotlin,2685,2636,2659,2646,3022,3069,ms
Task Path,:data:forecast-user:compileDebugKotlin,2163,2039,2081,2060,2675,2310,ms
Task Path,:data:gallery-user:kspDebugKotlin,3121,3318,3120,3215,3655,4172,ms
Task Path,:data:cart-profile:kspDebugKotlin,2410,2434,2472,2432,2996,2901,ms
Task Path,:data:checkout-profile:kspDebugKotlin,2654,2670,2524,2666,3335,3223,ms
Task Path,:data:comment-user:kspDebugKotlin,2663,2577,2761,2543,3449,3026,ms
Task Path,:data:cart-profile:compileDebugKotlin,1402,1231,1342,1181,1896,1527,ms
Task Path,:data:contact-profile:kspDebugKotlin,3185,3131,3102,3090,4041,3760,ms
Task Path,:data:comment-user:compileDebugKotlin,1932,2032,1877,1978,2329,2519,ms
Task Path,:data:checkout-profile:compileDebugKotlin,2105,1981,2059,1885,2796,2531,ms
Task Path,:data:contact-profile:compileDebugKotlin,1811,1851,1815,1864,2254,2435,ms
Task Path,:data:document-user:kspDebugKotlin,2591,3020,2441,3143,3278,3600,ms
Task Path,:data:event-user:compileDebugKotlin,1759,1836,1706,1882,2383,2252,ms
Task Path,:data:document-user:compileDebugKotlin,1952,1931,1979,1882,2407,2405,ms
Task Path,:data:feed-user:kspDebugKotlin,2901,2823,2835,2768,3600,3686,ms
Task Path,:data:file-user:kspDebugKotlin,2911,2945,2798,2924,3517,3523,ms
Task Path,:data:gallery-user:compileDebugKotlin,2136,2227,2064,2170,2504,2726,ms
Task Path,:data:feed-user:compileDebugKotlin,1643,1707,1579,1668,2042,2168,ms
Task Path,:data:file-user:compileDebugKotlin,1618,1682,1579,1606,2037,2247,ms
Task Path,:data:group-user:kspDebugKotlin,2612,2755,2557,2722,3152,3343,ms
Task Path,:data:group-user:compileDebugKotlin,1594,1579,1565,1608,1880,1823,ms
Task Path,:data:identity-profile:kspDebugKotlin,2632,2691,2647,2710,3296,2994,ms
Task Path,:data:list-user:kspDebugKotlin,2594,2643,2520,2693,3214,2987,ms
Task Path,:data:location-user:kspDebugKotlin,2638,2674,2601,2752,2939,3140,ms
Task Path,:data:identity-profile:compileDebugKotlin,2103,2145,2078,2158,2340,2466,ms
Task Path,:data:list-user:compileDebugKotlin,1395,1431,1416,1395,1503,1917,ms
Task Path,:data:location-user:compileDebugKotlin,1404,1541,1421,1533,1608,1894,ms
Task Path,:data:log-user:kspDebugKotlin,2456,2657,2483,2638,2915,3094,ms
Task Path,:data:log-user:compileDebugKotlin,1358,1405,1293,1291,1777,1916,ms
Task Path,:data:login-profile:kspDebugKotlin,2428,2313,2415,2256,2875,2977,ms
Task Path,:data:map-user:kspDebugKotlin,2760,2681,2642,2637,3276,3325,ms
Task Path,:data:media-user:kspDebugKotlin,2549,2511,2468,2409,3007,3289,ms
Task Path,:data:login-profile:compileDebugKotlin,1308,1303,1280,1271,1555,1576,ms
Task Path,:data:media-user:compileDebugKotlin,1513,1491,1481,1386,1813,2022,ms
Task Path,:data:message-user:kspDebugKotlin,2800,2713,2729,2595,3251,3117,ms
Task Path,:data:map-user:compileDebugKotlin,2224,2151,2191,2102,2777,2603,ms
Task Path,:data:message-user:compileDebugKotlin,1322,1436,1289,1381,1724,2010,ms
Task Path,:data:metric-user:kspDebugKotlin,2622,2746,2498,2745,3580,3396,ms
Task Path,:data:network-user:kspDebugKotlin,2835,2552,2676,2526,3724,3211,ms
Task Path,:data:metric-user:compileDebugKotlin,1740,1699,1727,1632,2218,2088,ms
Task Path,:data:news-user:kspDebugKotlin,3275,3176,3251,3047,3854,4073,ms
Task Path,:data:network-user:compileDebugKotlin,1701,1762,1667,1703,2045,2288,ms
Task Path,:data:note-user:kspDebugKotlin,2928,2817,2915,2765,3423,3345,ms
Task Path,:data:news-user:compileDebugKotlin,1416,1443,1393,1419,1704,1711,ms
Task Path,:data:note-user:compileDebugKotlin,1770,1644,1757,1624,2137,1886,ms
Task Path,:data:notification-user:kspDebugKotlin,2724,2705,2662,2595,3082,3138,ms
Task Path,:data:photo-user:kspDebugKotlin,2465,2578,2372,2471,2954,3249,ms
Task Path,:data:playlist-user:kspDebugKotlin,2366,2534,2290,2388,2981,3226,ms
Task Path,:data:notification-user:compileDebugKotlin,1695,1784,1641,1733,2117,2198,ms
Task Path,:data:photo-user:compileDebugKotlin,1540,1586,1508,1522,1747,1913,ms
Task Path,:data:podcast-user:kspDebugKotlin,2347,2447,2222,2348,2879,3084,ms
Task Path,:data:playlist-user:compileDebugKotlin,1165,1138,1188,1122,1324,1411,ms
Task Path,:data:post-user:kspDebugKotlin,2610,2583,2481,2548,3298,3006,ms
Task Path,:data:profile-user:kspDebugKotlin,2572,2400,2412,2362,3759,2796,ms
Task Path,:data:push-profile:kspDebugKotlin,2798,2755,2571,2706,3764,3388,ms
Task Path,:data:report-user:kspDebugKotlin,2831,2841,2685,2807,3565,3287,ms
Task Path,:data:post-user:compileDebugKotlin,2044,1963,1890,1948,2698,2435,ms
Task Path,:data:profile-user:compileDebugKotlin,2022,1988,1927,1957,2528,2397,ms
Task Path,:data:push-profile:compileDebugKotlin,1982,2055,1987,2014,2412,2609,ms
Task Path,:data:report-user:compileDebugKotlin,2032,2080,1988,1971,2558,2652,ms
Task Path,:data:search-user:kspDebugKotlin,2562,2667,2470,2582,3495,3527,ms
Task Path,:data:session-user:kspDebugKotlin,2445,2408,2303,2359,3476,3115,ms
Task Path,:data:share-user:kspDebugKotlin,2513,2374,2504,2345,3155,2841,ms
Task Path,:data:setting-user:kspDebugKotlin,2746,2583,2679,2436,3460,3177,ms
Task Path,:data:search-user:compileDebugKotlin,1971,1838,1857,1833,2550,2183,ms
Task Path,:data:session-user:compileDebugKotlin,1402,1332,1349,1348,1695,1467,ms
Task Path,:data:share-user:compileDebugKotlin,1268,1209,1239,1187,1595,1417,ms
Task Path,:data:setting-user:compileDebugKotlin,1793,1826,1820,1826,2115,2072,ms
Task Path,:data:status-user:kspDebugKotlin,2190,2177,2126,2243,2691,2523,ms
Task Path,:data:sync-user:kspDebugKotlin,2264,2525,2233,2459,2723,3012,ms
Task Path,:data:status-user:compileDebugKotlin,1054,1110,1035,1053,1267,1345,ms
Task Path,:data:task-user:kspDebugKotlin,2308,2450,2281,2442,2550,2861,ms
Task Path,:data:timer-user:kspDebugKotlin,2478,2625,2401,2668,2915,2880,ms
Task Path,:data:sync-user:compileDebugKotlin,1741,1822,1740,1800,1935,2130,ms
Task Path,:data:task-user:compileDebugKotlin,1605,1615,1622,1575,1762,1832,ms
Task Path,:data:timer-user:compileDebugKotlin,1858,1819,1814,1808,2185,2041,ms
Task Path,:data:todo-user:kspDebugKotlin,2315,2369,2309,2314,2548,2645,ms
Task Path,:data:user-profile:kspDebugKotlin,2600,2740,2593,2641,3172,3329,ms
Task Path,:data:user-user:kspDebugKotlin,2174,2181,2163,2170,2703,2495,ms
Task Path,:data:video-user:kspDebugKotlin,2363,2436,2379,2253,2809,3215,ms
Task Path,:data:user-profile:compileDebugKotlin,1535,1556,1523,1484,1742,1916,ms
Task Path,:data:user-user:compileDebugKotlin,1222,1298,1219,1154,1434,2095,ms
Task Path,:data:weather-user:kspDebugKotlin,2321,2330,2240,2210,2759,3009,ms
Task Path,:data:video-user:compileDebugKotlin,1670,1615,1580,1558,1976,2065,ms
Task Path,:data:weather-user:compileDebugKotlin,1397,1370,1355,1336,1751,1923,ms
Task Path,:app:app:kspDebugKotlin,1914,1898,1754,1815,2416,2322,ms
Task Path,:app:app:compileDebugKotlin,2241,2392,2364,2302,2696,3402,ms
Task Path,:app:app:hiltJavaCompileDebug,18261,17820,18199,17811,19441,19233,ms
Task Path,:app:app:dexBuilderDebug,1247,1119,1215,1108,1474,1364,ms
Task Path,:app:app:mergeDebugJavaResource,2707,2932,2690,2942,3173,3331,ms
Task Path,:app:app:mergeExtDexDebug,10847,11722,10985,11955,11990,12983,ms
Task Path,:app:app:mergeLibDexDebug,4927,4747,4960,4756,5758,5403,ms
Kotlin Build Reports,Remove duplicate classes,5.09,5.45,4,4,9,9,ms
Kotlin Build Reports,Compiler code analysis,480.58,548.71,355,409,807,928,ms
Kotlin Build Reports,Compiler code generation,438.05,432.34,355,335,772,746,ms
Kotlin Build Reports,Compiler backend,172.35,168.13,122,113,316,300,ms
Kotlin Build Reports,Run compilation,2011.71,2039.28,1720,1710,2951,2959,ms
Kotlin Build Reports,Incremental compilation in daemon,1995.16,2022.08,1704,1696,2921,2936,ms
Kotlin Build Reports,Update caches,4.96,5.25,3,3,9,10,ms
Kotlin Build Reports,Compiler IR lowering,265.21,263.71,220,212,459,441,ms
Kotlin Build Reports,Load current classpath snapshot,7.17,9.09,4,4,11,11,ms
Kotlin Build Reports,Run compilation in Gradle worker,2028.55,2057.13,1736,1728,2968,2973,ms
Kotlin Build Reports,Spent time before task action,34.06,33.53,31,31,52,51,ms
Kotlin Build Reports,Total Gradle task time,2160.0,2186.45,1864,1856,3153,3151,ms
Kotlin Build Reports,Compiler initialization time,57.61,62.76,49,52,85,94,ms
Kotlin Build Reports,Calculate output size,1.65,1.71,1,1,4,4,ms
Kotlin Build Reports,Sources compilation round,1878.59,1904.39,1596,1592,2749,2772,ms
Kotlin Build Reports,Compiler translation to IR,737.63,688.1,646,597,1134,1064,ms
Kotlin Build Reports,Shrink and save current classpath snapshot after compilation,39.36,39.09,29,27,61,57,ms
Kotlin Build Reports,Shrink current classpath snapshot non-incrementally,29.96,27.87,22,19,46,42,ms
Kotlin Build Reports,Connect to Kotlin daemon,12.17,13.08,6,6,15,14,ms
Kotlin Build Reports,Task action before worker execution,16.7,16.15,12,11,26,25,ms
Kotlin Build Reports,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
Kotlin Build Reports,Total size of the cache directory,564.22,564.22,555,555,625,625,KB
Kotlin Build Reports,Number of classpath entries,118,118,118,118,140,140,
Kotlin Build Reports,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
Kotlin Build Reports,ABI snapshot size,18.0,18.0,18,18,18,18,B
Kotlin Build Reports,Number of cache misses when loading classpath entry snapshots,2,2,1,1,1,1,
Kotlin Build Reports,Number of lines analyzed,411,411,408,408,606,606,
Kotlin Build Reports,Analysis lines per second,1063,924,1032,899,1674,1460,
Kotlin Build Reports,Size of shrunk classpath snapshot,29.68,29.68,23,23,47,47,KB
Kotlin Build Reports,Total compiler iteration,1,1,1,1,1,1,
Kotlin Build Reports,Code generation lines per second,1169,1230,1202,1283,1663,1744,
Kotlin Build Reports,Size of classpath snapshot,6.93,6.93,7,7,9,9,MB
Kotlin Build Reports,Number of cache hits when loading classpath entry snapshots,116,116,115,115,139,138,
Kotlin Build Reports,Save shrunk current classpath snapshot,4.89,3.5,3,3,6,6,ms
Kotlin Build Reports,Start gradle worker,2.01,1.91,1,1,4,4,ms
Kotlin Build Reports,Clear jar cache,2.22,2.23,2,2,4,4,ms
Kotlin Build Reports,Store build info,3.09,5.75,3,3,5,5,ms
Kotlin Build Reports,Clear output,2.19,2.45,2,2,4,5,ms
Kotlin Build Reports,Clear outputs on rebuild,2.0,2.39,2,2,4,6,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,14.02,14.11,13.97,14.01,14.53,14.66,Gb
Build process cpu,Max,96.46666666666667,96.42857142857143,96.0,96.5,97,97,%
Build processes memory,Max,8.3,8.27,8.32,8.26,8.54,8.5,Gb
Build child processes cpu,Max,95.6,95.35714285714286,96.0,95.0,96,96,%
Build child processes memory,Max,5.17,5.46,5.25,5.51,5.56,5.87,Gb
gc-gradle_gc.log,total-collections,218.0,218.0,219.0,219.0,226.2,224.5,
