Category,Metric,varianta_gradle_8_13 Mean,variantb_gradle_8_14_rc2 Mean,varianta_gradle_8_13 P50,variantb_gradle_8_14_rc2 P50,varianta_gradle_8_13 P90,variantb_gradle_8_14_rc2 P90,Unit
:app-nia-catalog:compileDebugKotlin,Clear jar cache,2.4,2.0,2,2,4,3,ms
:app-nia-catalog:compileDebugKotlin,Store build info,2.0,9.0,2,9,2,9,ms
:core:analytics:compileDemoDebugKotlin,Sources compilation round,1764.2,1737.06,1758,1705,2097,2095,ms
:core:analytics:compileDemoDebugKotlin,Compiler code analysis,520.26,514.14,534,496,651,682,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR lowering,201.68,202.8,199,194,271,283,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR translation,761.92,732.78,754,712,963,945,ms
:core:analytics:compileDemoDebugKotlin,Compiler initialization time,139.16,148.78,131,129,207,233,ms
:core:analytics:compileDemoDebugKotlin,Incremental compilation in daemon,2140.18,2089.26,2116,2078,2573,2426,ms
:core:analytics:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,238.36,215.5,225,205,327,302,ms
:core:analytics:compileDemoDebugKotlin,Task action before worker execution,38.04,39.36,35,33,68,71,ms
:core:analytics:compileDemoDebugKotlin,Total Gradle task time,2453.08,2446.38,2421,2331,2998,3041,ms
:core:analytics:compileDemoDebugKotlin,Run compilation,2177.18,2124.84,2153,2117,2604,2473,ms
:core:analytics:compileDemoDebugKotlin,Clear jar cache,3.24,3.34,2,3,8,7,ms
:core:analytics:compileDemoDebugKotlin,Compiler code generation,334.44,332.1,324,324,424,440,ms
:core:analytics:compileDemoDebugKotlin,Calculate output size,2.82,4.28,1,3,6,6,ms
:core:analytics:compileDemoDebugKotlin,Load current classpath snapshot,141.52,127.08,135,124,210,188,ms
:core:analytics:compileDemoDebugKotlin,Start gradle worker,21.1,22.46,2,3,33,6,ms
:core:analytics:compileDemoDebugKotlin,Run compilation in Gradle worker,2209.46,2157.22,2190,2143,2631,2511,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR generation,132.3,128.8,133,125,184,173,ms
:core:analytics:compileDemoDebugKotlin,Spent time before task action,94.52,87.22,97,90,112,103,ms
:core:analytics:compileDemoDebugKotlin,Connect to Kotlin daemon,22.82,23.96,22,21,34,45,ms
:core:analytics:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,237.28,214.06,224,204,327,302,ms
:core:analytics:compileDemoDebugKotlin,Update caches,15.64,13.92,14,14,23,20,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR translation line number,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Size of classpath snapshot,3.3,3.3,3,3,3,3,MB
:core:analytics:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,43,43,46,46,46,46,
:core:analytics:compileDemoDebugKotlin,Number of lines for code generation,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Compiler IR generation line number,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Code generation lines per second,637,645,629,630,823,834,
:core:analytics:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:analytics:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,10,10,8,8,19,19,
:core:analytics:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:analytics:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:analytics:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:analytics:compileDemoDebugKotlin,Compiler IR lowering line number,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Number of classpath entries,54,54,54,54,54,54,
:core:analytics:compileDemoDebugKotlin,Size of shrunk classpath snapshot,2.6,2.6,3,3,3,3,KB
:core:analytics:compileDemoDebugKotlin,Total size of the cache directory,535.7,535.7,536,536,536,536,KB
:core:analytics:compileDemoDebugKotlin,Analysis lines per second,411,413,382,412,567,542,
:core:analytics:compileDemoDebugKotlin,Number of lines analyzed,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.33,3.25,3,3,3,5,ms
:core:analytics:compileDemoDebugKotlin,Store build info,3.5,4.0,4,4,6,5,ms
:core:analytics:compileDemoDebugKotlin,Clear outputs on rebuild,4.0,,4,,6,,ms
:core:analytics:compileDemoDebugKotlin,Write history file,7.0,2.0,7,2,7,2,ms
:core:analytics:compileProdDebugKotlin,Sources compilation round,792.52,788.6,788,806,962,923,ms
:core:analytics:compileProdDebugKotlin,Compiler code analysis,299.38,288.66,292,268,397,398,ms
:core:analytics:compileProdDebugKotlin,Compiler IR lowering,69.16,74.64,69,69,96,105,ms
:core:analytics:compileProdDebugKotlin,Compiler IR translation,304.6,302.22,297,295,410,382,ms
:core:analytics:compileProdDebugKotlin,Compiler initialization time,63.82,70.8,63,70,84,86,ms
:core:analytics:compileProdDebugKotlin,Incremental compilation in daemon,919.06,902.14,920,888,1140,1054,ms
:core:analytics:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,51.86,48.62,50,48,66,62,ms
:core:analytics:compileProdDebugKotlin,Task action before worker execution,25.46,26.82,24,26,31,35,ms
:core:analytics:compileProdDebugKotlin,Total Gradle task time,1239.9,1271.74,1117,1154,1920,1878,ms
:core:analytics:compileProdDebugKotlin,Run compilation,946.78,926.0,939,904,1156,1079,ms
:core:analytics:compileProdDebugKotlin,Clear jar cache,2.07,1.88,2,1,4,4,ms
:core:analytics:compileProdDebugKotlin,Compiler code generation,118.44,120.06,113,114,159,164,ms
:core:analytics:compileProdDebugKotlin,Calculate output size,1.96,1.7,1,1,4,4,ms
:core:analytics:compileProdDebugKotlin,Load current classpath snapshot,9.02,10.32,8,8,13,20,ms
:core:analytics:compileProdDebugKotlin,Start gradle worker,58.36,118.52,2,2,69,530,ms
:core:analytics:compileProdDebugKotlin,Run compilation in Gradle worker,961.52,947.44,954,918,1171,1121,ms
:core:analytics:compileProdDebugKotlin,Compiler IR generation,48.78,44.98,50,46,67,65,ms
:core:analytics:compileProdDebugKotlin,Spent time before task action,24.88,27.9,26,27,31,37,ms
:core:analytics:compileProdDebugKotlin,Connect to Kotlin daemon,10.26,17.04,9,10,16,14,ms
:core:analytics:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,50.42,47.22,48,47,65,61,ms
:core:analytics:compileProdDebugKotlin,Update caches,3.94,4.0,4,4,7,8,ms
:core:analytics:compileProdDebugKotlin,Compiler IR translation line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Size of classpath snapshot,4.6,4.6,5,5,5,5,MB
:core:analytics:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,4,4,3,3,3,3,
:core:analytics:compileProdDebugKotlin,Number of lines for code generation,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Compiler IR generation line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Code generation lines per second,2323,2372,2274,2264,3356,3559,
:core:analytics:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,81,81,83,83,83,83,
:core:analytics:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:analytics:compileProdDebugKotlin,Compiler IR lowering line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Number of classpath entries,86,86,86,86,86,86,
:core:analytics:compileProdDebugKotlin,Size of shrunk classpath snapshot,17.6,17.6,18,18,18,18,KB
:core:analytics:compileProdDebugKotlin,Total size of the cache directory,542.8,542.8,543,543,543,543,KB
:core:analytics:compileProdDebugKotlin,Analysis lines per second,917,950,882,960,1274,1291,
:core:analytics:compileProdDebugKotlin,Number of lines analyzed,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Write history file,4.33,4.0,4,3,6,6,ms
:core:analytics:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.5,2.5,3,3,3,3,ms
:core:common:compileKotlin,Sources compilation round,2447.22,2426.78,2454,2351,2658,2719,ms
:core:common:compileKotlin,Compiler code analysis,1078.44,1072.9,1088,1084,1231,1226,ms
:core:common:compileKotlin,Compiler IR lowering,411.46,401.22,392,383,520,485,ms
:core:common:compileKotlin,Compiler IR translation,309.12,304.06,309,288,355,387,ms
:core:common:compileKotlin,Compiler initialization time,181.94,188.86,175,176,236,252,ms
:core:common:compileKotlin,Incremental compilation in daemon,2710.08,2703.26,2714,2614,2981,3024,ms
:core:common:compileKotlin,Shrink and save current classpath snapshot after compilation,55.62,51.44,47,49,113,87,ms
:core:common:compileKotlin,Task action before worker execution,44.88,39.9,19,21,98,83,ms
:core:common:compileKotlin,Total Gradle task time,3146.34,3117.22,3155,3028,3482,3541,ms
:core:common:compileKotlin,Run compilation,2759.52,2748.5,2774,2658,3024,3073,ms
:core:common:compileKotlin,Clear jar cache,3.53,3.48,3,2,8,5,ms
:core:common:compileKotlin,Compiler code generation,865.84,849.66,872,823,1011,983,ms
:core:common:compileKotlin,Calculate output size,3.84,2.98,4,2,7,7,ms
:core:common:compileKotlin,Load current classpath snapshot,35.98,32.3,28,28,81,51,ms
:core:common:compileKotlin,Start gradle worker,88.12,74.12,16,16,333,307,ms
:core:common:compileKotlin,Run compilation in Gradle worker,2799.62,2787.92,2809,2698,3050,3121,ms
:core:common:compileKotlin,Compiler IR generation,453.88,447.92,445,434,538,595,ms
:core:common:compileKotlin,Spent time before task action,21.66,25.02,22,24,29,32,ms
:core:common:compileKotlin,Connect to Kotlin daemon,30.12,30.86,26,28,46,54,ms
:core:common:compileKotlin,Shrink current classpath snapshot non-incrementally,54.04,49.22,46,45,107,74,ms
:core:common:compileKotlin,Update caches,10.68,12.4,10,11,18,19,ms
:core:common:compileKotlin,Compiler IR translation line number,148,148,148,148,148,148,
:core:common:compileKotlin,Size of classpath snapshot,488.8,488.8,489,489,489,489,KB
:core:common:compileKotlin,Number of cache misses when loading classpath entry snapshots,8,8,8,8,8,8,
:core:common:compileKotlin,Number of lines for code generation,148,148,148,148,148,148,
:core:common:compileKotlin,Compiler IR generation line number,148,148,148,148,148,148,
:core:common:compileKotlin,Code generation lines per second,172,177,170,180,196,208,
:core:common:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:common:compileKotlin,Number of cache hits when loading classpath entry snapshots,1,1,1,1,1,1,
:core:common:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:common:compileKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:common:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:common:compileKotlin,Compiler IR lowering line number,148,148,148,148,148,148,
:core:common:compileKotlin,Number of classpath entries,9,9,9,9,9,9,
:core:common:compileKotlin,Size of shrunk classpath snapshot,5.1,5.1,5,5,5,5,KB
:core:common:compileKotlin,Total size of the cache directory,499.4,499.4,499,499,499,499,KB
:core:common:compileKotlin,Analysis lines per second,138,139,136,136,162,163,
:core:common:compileKotlin,Number of lines analyzed,148,148,148,148,148,148,
:core:common:compileKotlin,Write history file,3.0,1.75,3,2,5,3,ms
:core:common:compileKotlin,Save shrunk current classpath snapshot,2.9,4.69,3,4,6,10,ms
:core:common:compileKotlin,Clear output,1.0,2.5,1,3,1,4,ms
:core:common:compileKotlin,Clear outputs on rebuild,4.0,1.0,3,1,8,1,ms
:core:common:compileKotlin,Store build info,1.0,2.5,1,3,1,3,ms
:core:data:compileDemoDebugKotlin,Sources compilation round,3794.68,3866.72,3759,3868,4274,4388,ms
:core:data:compileDemoDebugKotlin,Compiler code analysis,1813.52,1874.4,1767,1835,2022,2203,ms
:core:data:compileDemoDebugKotlin,Compiler IR lowering,517.88,516.88,510,509,649,643,ms
:core:data:compileDemoDebugKotlin,Compiler IR translation,296.72,318.92,290,312,358,417,ms
:core:data:compileDemoDebugKotlin,Compiler initialization time,65.36,57.32,63,54,86,76,ms
:core:data:compileDemoDebugKotlin,Incremental compilation in daemon,4035.02,4099.54,4003,4127,4616,4644,ms
:core:data:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,58.6,56.56,60,53,76,68,ms
:core:data:compileDemoDebugKotlin,Task action before worker execution,33.76,30.38,30,28,46,38,ms
:core:data:compileDemoDebugKotlin,Total Gradle task time,8895.48,7837.88,8718,6156,14848,13305,ms
:core:data:compileDemoDebugKotlin,Run compilation,4080.4,4134.16,4033,4154,4658,4702,ms
:core:data:compileDemoDebugKotlin,Clear jar cache,2.48,2.52,2,2,5,5,ms
:core:data:compileDemoDebugKotlin,Compiler code generation,1608.58,1605.1,1621,1619,1865,1878,ms
:core:data:compileDemoDebugKotlin,Calculate output size,2.54,2.86,1,1,7,7,ms
:core:data:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.16,2.62,3,2,7,6,ms
:core:data:compileDemoDebugKotlin,Load current classpath snapshot,12.88,10.76,12,11,21,14,ms
:core:data:compileDemoDebugKotlin,Start gradle worker,51.1,307.7,3,4,18,28,ms
:core:data:compileDemoDebugKotlin,Run compilation in Gradle worker,4104.56,4157.7,4051,4169,4676,4726,ms
:core:data:compileDemoDebugKotlin,Compiler IR generation,1090.22,1087.72,1087,1095,1282,1253,ms
:core:data:compileDemoDebugKotlin,Spent time before task action,32.3,30.7,31,30,43,41,ms
:core:data:compileDemoDebugKotlin,Connect to Kotlin daemon,18.22,16.94,15,13,23,21,ms
:core:data:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,53.96,52.86,55,51,72,65,ms
:core:data:compileDemoDebugKotlin,Update caches,22.02,21.8,21,21,32,33,ms
:core:data:compileDemoDebugKotlin,Compiler IR translation line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Size of classpath snapshot,3.2,3.2,3,3,3,3,MB
:core:data:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,6,6,6,6,
:core:data:compileDemoDebugKotlin,Number of lines for code generation,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Compiler IR generation line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Code generation lines per second,939,939,916,917,1095,1118,
:core:data:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,48,48,48,48,48,48,
:core:data:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data:compileDemoDebugKotlin,Compiler IR lowering line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Number of classpath entries,54,54,54,54,54,54,
:core:data:compileDemoDebugKotlin,Size of shrunk classpath snapshot,109.0,109.0,109,109,109,109,KB
:core:data:compileDemoDebugKotlin,Total size of the cache directory,668.6,668.6,669,669,669,669,KB
