Category,Metric,varianta_2.2.0 Mean,variantb_2.2.20-Beta2 Mean,varianta_2.2.0 P50,variantb_2.2.20-Beta2 P50,varianta_2.2.0 P90,variantb_2.2.20-Beta2 P90,Unit
Task Path,:entity:analytics-cart:compileDebugKotlin,1892,27425,1570,27329,3286,29071,ms
Task Path,:data:article-user:kspDebugKotlin,3896,20893,4366,20945,5209,22863,ms
Task Path,:entity:forecast-cart:kspDebugKotlin,3712,21183,3473,20956,5085,22905,ms
Task Path,:data:article-user:compileDebugKotlin,1420,26149,1446,26042,1746,27881,ms
Task Path,:entity:forecast-cart:compileDebugKotlin,1572,28678,1560,28466,1937,30818,ms
Task Path,:data:calendar-user:kspDebugKotlin,2863,20708,2676,20496,4025,22379,ms
Task Path,:entity:sync-cart:kspDebugKotlin,3086,22001,2985,21971,3597,23681,ms
Task Path,:data:event-user:kspDebugKotlin,2742,20463,2734,20396,3318,21800,ms
Task Path,:data:calendar-user:compileDebugKotlin,2055,32240,1969,31962,2427,34135,ms
Task Path,:entity:sync-cart:compileDebugKotlin,1732,29227,1690,28915,2149,30817,ms
Task Path,:data:forecast-user:kspDebugKotlin,2894,22512,2871,22473,3385,24225,ms
Task Path,:data:event-user:compileDebugKotlin,1818,28976,1758,28765,2315,30757,ms
Task Path,:data:forecast-user:compileDebugKotlin,2160,32349,2148,31880,2511,35563,ms
Task Path,:data:cart-profile:kspDebugKotlin,2478,20261,2409,20172,3029,21878,ms
Task Path,:data:gallery-user:kspDebugKotlin,3292,22385,3259,22433,3750,24032,ms
Task Path,:data:checkout-profile:kspDebugKotlin,2721,21153,2596,21032,3286,22360,ms
Task Path,:data:cart-profile:compileDebugKotlin,1321,25282,1291,24945,1545,26841,ms
Task Path,:data:comment-user:kspDebugKotlin,2708,20581,2631,20646,3268,21615,ms
Task Path,:data:checkout-profile:compileDebugKotlin,2062,31264,2035,31080,2510,33253,ms
Task Path,:data:contact-profile:kspDebugKotlin,3275,22201,3275,22001,4049,23540,ms
Task Path,:data:comment-user:compileDebugKotlin,1992,30191,1943,29962,2367,31642,ms
Task Path,:data:document-user:kspDebugKotlin,2906,21712,2851,21673,3724,23143,ms
Task Path,:data:contact-profile:compileDebugKotlin,1902,28666,1852,28338,2571,30833,ms
Task Path,:data:document-user:compileDebugKotlin,1871,28991,1872,28790,2365,31163,ms
Task Path,:data:feed-user:kspDebugKotlin,2936,21137,2977,21080,3526,22555,ms
Task Path,:data:file-user:kspDebugKotlin,2882,21065,2902,21295,3380,22217,ms
Task Path,:data:gallery-user:compileDebugKotlin,2243,32959,2194,32625,2593,35712,ms
Task Path,:data:feed-user:compileDebugKotlin,1610,27574,1591,27287,1936,29291,ms
Task Path,:data:file-user:compileDebugKotlin,1593,28414,1542,28282,1914,30672,ms
Task Path,:data:group-user:kspDebugKotlin,2589,21455,2606,21357,3008,23649,ms
Task Path,:data:group-user:compileDebugKotlin,1585,28359,1561,28469,2009,30192,ms
Task Path,:data:identity-profile:kspDebugKotlin,2542,21032,2535,20991,2970,22430,ms
Task Path,:data:list-user:kspDebugKotlin,2522,20175,2459,19860,2941,21510,ms
Task Path,:data:location-user:kspDebugKotlin,2525,20437,2486,20347,2793,21877,ms
Task Path,:data:list-user:compileDebugKotlin,1335,26472,1329,26314,1545,28062,ms
Task Path,:data:location-user:compileDebugKotlin,1459,26888,1426,26754,1703,28481,ms
Task Path,:data:log-user:kspDebugKotlin,2518,21057,2488,20993,2999,23301,ms
Task Path,:data:identity-profile:compileDebugKotlin,2100,32536,2076,32282,2349,34886,ms
Task Path,:data:login-profile:kspDebugKotlin,2305,19914,2273,19572,2686,21923,ms
Task Path,:data:log-user:compileDebugKotlin,1344,26467,1321,26273,1625,28457,ms
Task Path,:data:login-profile:compileDebugKotlin,1270,25267,1242,25327,1516,26859,ms
Task Path,:data:map-user:kspDebugKotlin,2668,21099,2593,20896,3092,22626,ms
Task Path,:data:media-user:kspDebugKotlin,2526,20255,2481,20259,2886,21835,ms
Task Path,:data:message-user:kspDebugKotlin,2744,20797,2675,20699,3142,22156,ms
Task Path,:data:media-user:compileDebugKotlin,1499,26278,1400,26113,1852,27463,ms
Task Path,:data:map-user:compileDebugKotlin,2159,32529,2081,32525,2534,34252,ms
Task Path,:data:metric-user:kspDebugKotlin,2801,20663,2779,20596,3199,22278,ms
Task Path,:data:message-user:compileDebugKotlin,1455,25631,1365,25510,1876,27141,ms
Task Path,:data:metric-user:compileDebugKotlin,1675,28632,1654,28564,2064,30276,ms
Task Path,:data:network-user:kspDebugKotlin,2723,20390,2698,20260,3150,21618,ms
Task Path,:data:news-user:kspDebugKotlin,3115,21633,3089,21566,3390,23271,ms
Task Path,:data:note-user:kspDebugKotlin,2825,21506,2781,21641,3250,22830,ms
Task Path,:data:news-user:compileDebugKotlin,1500,27149,1481,26985,1726,29045,ms
Task Path,:data:network-user:compileDebugKotlin,1698,28860,1659,28868,2063,30689,ms
Task Path,:data:notification-user:kspDebugKotlin,2764,21061,2776,20966,3215,22608,ms
Task Path,:data:note-user:compileDebugKotlin,1744,29338,1712,28975,2085,31561,ms
Task Path,:data:notification-user:compileDebugKotlin,1772,30980,1718,30791,2073,32971,ms
Task Path,:data:photo-user:kspDebugKotlin,2583,20727,2553,20607,2990,22222,ms
Task Path,:data:playlist-user:kspDebugKotlin,2425,20340,2313,20354,2908,21600,ms
Task Path,:data:podcast-user:kspDebugKotlin,2387,20763,2350,20757,2901,22314,ms
Task Path,:data:playlist-user:compileDebugKotlin,1228,25914,1213,25878,1448,27279,ms
Task Path,:data:photo-user:compileDebugKotlin,1543,28680,1502,28724,1782,30351,ms
Task Path,:data:podcast-user:compileDebugKotlin,1117,24264,1090,24143,1397,25506,ms
Task Path,:data:post-user:kspDebugKotlin,2687,22237,2647,22086,3125,24253,ms
Task Path,:data:post-user:compileDebugKotlin,1959,33293,1901,33161,2328,35883,ms
Task Path,:data:profile-user:kspDebugKotlin,2609,21223,2539,20941,3196,22960,ms
Task Path,:data:push-profile:kspDebugKotlin,2859,21368,2736,21230,3346,22954,ms
Task Path,:data:report-user:kspDebugKotlin,2913,23072,2780,23029,3394,24530,ms
Task Path,:data:profile-user:compileDebugKotlin,2106,32889,2036,32683,2546,35439,ms
Task Path,:data:push-profile:compileDebugKotlin,2191,33049,2164,32738,2618,35113,ms
Task Path,:data:search-user:kspDebugKotlin,2961,21592,2966,21563,3401,23481,ms
Task Path,:data:report-user:compileDebugKotlin,2291,32729,2228,32457,2716,35559,ms
Task Path,:data:session-user:kspDebugKotlin,2549,20832,2547,20632,3037,22845,ms
Task Path,:data:search-user:compileDebugKotlin,1927,31791,1875,31649,2338,34037,ms
Task Path,:data:session-user:compileDebugKotlin,1403,26949,1353,27015,1724,28765,ms
Task Path,:data:setting-user:kspDebugKotlin,2661,21424,2658,21502,3096,22496,ms
Task Path,:data:share-user:kspDebugKotlin,2512,20862,2462,20763,2966,22166,ms
Task Path,:data:share-user:compileDebugKotlin,1252,25108,1274,24715,1446,27393,ms
Task Path,:data:setting-user:compileDebugKotlin,1902,31592,1905,31570,2142,33888,ms
Task Path,:data:status-user:kspDebugKotlin,2338,19686,2334,19578,2736,20829,ms
Task Path,:data:sync-user:kspDebugKotlin,2416,20737,2427,20442,2740,21868,ms
Task Path,:data:status-user:compileDebugKotlin,1104,24315,1070,24298,1341,25411,ms
Task Path,:data:task-user:kspDebugKotlin,2416,20347,2364,20484,2848,21146,ms
Task Path,:data:sync-user:compileDebugKotlin,1854,31547,1817,31436,2212,33627,ms
Task Path,:data:timer-user:kspDebugKotlin,2666,21593,2637,21672,3057,23273,ms
Task Path,:data:task-user:compileDebugKotlin,1675,29751,1613,29612,2111,31610,ms
Task Path,:data:todo-user:kspDebugKotlin,2415,20217,2401,20037,2958,22240,ms
Task Path,:data:timer-user:compileDebugKotlin,1871,31421,1828,31323,2302,33673,ms
Task Path,:data:todo-user:compileDebugKotlin,1098,24188,1052,24085,1326,25217,ms
Task Path,:data:user-profile:kspDebugKotlin,2704,22261,2681,22046,3286,23579,ms
Task Path,:data:user-user:kspDebugKotlin,2286,20402,2215,20427,2745,21553,ms
Task Path,:data:user-profile:compileDebugKotlin,1677,28636,1560,28431,2070,30615,ms
Task Path,:data:user-user:compileDebugKotlin,1396,25433,1299,25613,1793,26826,ms
Task Path,:data:video-user:kspDebugKotlin,2603,20967,2588,20894,3174,22329,ms
Task Path,:data:weather-user:kspDebugKotlin,2569,21249,2516,20974,3118,23071,ms
Task Path,:data:weather-user:compileDebugKotlin,1448,21481,1366,21593,2099,23994,ms
Task Path,:data:video-user:compileDebugKotlin,1779,26575,1659,26692,2378,29835,ms
Task Path,:app:app:kspDebugKotlin,1862,14849,1708,14536,2250,16868,ms
Task Path,:app:app:compileDebugKotlin,2219,20179,2188,20243,2703,21966,ms
Task Path,:app:app:hiltJavaCompileDebug,17938,18402,17919,18595,18584,19490,ms
Task Path,:app:app:dexBuilderDebug,1164,1669,1138,1662,1420,1933,ms
Task Path,:app:app:mergeDebugJavaResource,2621,2327,2601,2391,3107,2614,ms
Task Path,:app:app:mergeExtDexDebug,11310,14702,11218,14622,12538,16023,ms
Task Path,:app:app:mergeLibDexDebug,4814,5193,4806,5188,5544,6007,ms
Kotlin Build Reports,Spent time before task action,33.79,55.36,31,54,52,78,ms
Kotlin Build Reports,Total Gradle task time,2158.13,29511.38,1869,29524,3107,33416,ms
Kotlin Build Reports,Connect to Kotlin daemon,13.7,77.7,6,77,15,102,ms
Kotlin Build Reports,Task action before worker execution,16.04,27.46,12,26,25,41,ms
Kotlin Build Reports,Run compilation in Gradle worker,2028.01,29361.42,1745,29378,2932,33228,ms
Kotlin Build Reports,Start gradle worker,2.07,3.44,1,3,4,7,ms
Kotlin Build Reports,Clear output,2.73,2.98,2,3,4,6,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,13.67,9.84,13.64,9.83,14.22,10.06,Gb
Build process cpu,Max,96.625,96.51282051282051,97.0,96.0,97,97,%
Build processes memory,Max,8.36,8.29,8.3,8.26,8.62,8.5,Gb
Build child processes cpu,Max,95.525,96.28205128205128,95.5,96.0,96,97,%
Build child processes memory,Max,4.88,2.85,4.83,2.33,5.41,3.96,Gb
gc-gradle_gc.log,total-collections,217.0,281.0,216.5,281.0,223.9,290.0,
