Category,Metric,varianta_main Mean,variantb_9.5.0-rc-1 Mean,varianta_main P50,variantb_9.5.0-rc-1 P50,varianta_main P90,variantb_9.5.0-rc-1 P90,Unit
:feature:task-contact:compileDebugKotlin,Compiler translation to IR,552.62,612.26,533,557,690,907,ms
:feature:task-contact:compileDebugKotlin,Remove duplicate classes,3.86,4.04,3,3,8,8,ms
:feature:task-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,32.6,33.58,31,29,52,54,ms
:feature:task-contact:compileDebugKotlin,Task action before worker execution,14.26,13.14,14,12,23,20,ms
:feature:task-contact:compileDebugKotlin,Sources compilation round,1556.5,1566.18,1544,1537,1884,1909,ms
:feature:task-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,26.14,26.82,21,24,44,41,ms
:feature:task-contact:compileDebugKotlin,Calculate output size,1.74,1.63,1,1,4,4,ms
:feature:task-contact:compileDebugKotlin,Compiler code analysis,425.2,429.74,401,406,549,564,ms
:feature:task-contact:compileDebugKotlin,Compiler IR lowering,228.9,202.42,189,194,364,288,ms
:feature:task-contact:compileDebugKotlin,Incremental compilation in daemon,1659.14,1668.24,1659,1646,2001,2054,ms
:feature:task-contact:compileDebugKotlin,Total size of the cache directory,551.5,551.5,552,552,552,552,KB
:feature:task-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:task-contact:compileDebugKotlin,Size of classpath snapshot,5.9,5.9,6,6,6,6,MB
:feature:task-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:task-contact:compileDebugKotlin,Code generation lines per second,921,1007,945,957,1272,1410,
:feature:task-contact:compileDebugKotlin,Number of classpath entries,110,110,110,110,110,110,
:feature:task-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:task-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:task-contact:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:feature:task-contact:compileDebugKotlin,Analysis lines per second,693,678,700,692,925,842,
:feature:task-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,109,109,109,109,109,109,
:feature:task-contact:compileDebugKotlin,Size of shrunk classpath snapshot,28.1,28.1,28,28,28,28,KB
:feature:task-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:task-contact:compileDebugKotlin,Start gradle worker,2.62,1.69,2,1,6,3,ms
:feature:task-contact:compileDebugKotlin,Save shrunk current classpath snapshot,2.6,2.8,3,3,3,3,ms
:feature:task-contact:compileDebugKotlin,Store build info,4.5,,5,,7,,ms
:feature:task-contact:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:feature:timer-contact:compileDebugKotlin,Load current classpath snapshot,6.32,6.06,6,6,9,9,ms
:feature:timer-contact:compileDebugKotlin,Compiler backend,125.22,129.66,122,111,165,174,ms
:feature:timer-contact:compileDebugKotlin,Spent time before task action,45.94,41.22,45,42,60,55,ms
:feature:timer-contact:compileDebugKotlin,Compiler initialization time,68.14,61.02,62,56,102,98,ms
:feature:timer-contact:compileDebugKotlin,Compiler code generation,356.0,331.76,340,322,478,449,ms
:feature:timer-contact:compileDebugKotlin,Total Gradle task time,2222.78,2169.42,2181,2155,2661,2575,ms
:feature:timer-contact:compileDebugKotlin,Update caches,3.56,3.7,4,4,6,7,ms
:feature:timer-contact:compileDebugKotlin,Run compilation,2053.64,2017.9,2026,2010,2523,2461,ms
:feature:timer-contact:compileDebugKotlin,Run compilation in Gradle worker,2071.66,2035.66,2053,2013,2528,2465,ms
:feature:timer-contact:compileDebugKotlin,Compiler translation to IR,629.94,624.42,553,552,1045,812,ms
:feature:timer-contact:compileDebugKotlin,Remove duplicate classes,5.32,4.94,5,5,8,7,ms
:feature:timer-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,45.26,56.24,47,48,63,81,ms
:feature:timer-contact:compileDebugKotlin,Start gradle worker,2.02,1.94,1,1,4,4,ms
:feature:timer-contact:compileDebugKotlin,Task action before worker execution,16.94,14.94,16,15,26,22,ms
:feature:timer-contact:compileDebugKotlin,Sources compilation round,1866.76,1810.0,1831,1762,2304,2188,ms
:feature:timer-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,36.5,47.62,38,40,53,72,ms
:feature:timer-contact:compileDebugKotlin,Calculate output size,1.87,3.02,1,3,4,7,ms
:feature:timer-contact:compileDebugKotlin,Compiler code analysis,548.18,552.22,528,530,700,670,ms
:feature:timer-contact:compileDebugKotlin,Compiler IR lowering,230.3,201.5,221,188,301,273,ms
:feature:timer-contact:compileDebugKotlin,Incremental compilation in daemon,2001.82,1960.18,1987,1934,2456,2397,ms
:feature:timer-contact:compileDebugKotlin,Total size of the cache directory,541.2,541.2,541,541,541,541,KB
:feature:timer-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:timer-contact:compileDebugKotlin,Size of classpath snapshot,7.2,7.2,7,7,7,7,MB
:feature:timer-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:timer-contact:compileDebugKotlin,Code generation lines per second,790,829,745,786,1197,1132,
:feature:timer-contact:compileDebugKotlin,Number of classpath entries,149,149,149,149,149,149,
:feature:timer-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:timer-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:timer-contact:compileDebugKotlin,Number of lines analyzed,253,253,253,253,253,253,
:feature:timer-contact:compileDebugKotlin,Analysis lines per second,481,473,479,478,627,601,
:feature:timer-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,148,148,148,148,148,148,
:feature:timer-contact:compileDebugKotlin,Size of shrunk classpath snapshot,28.3,28.3,28,28,28,28,KB
:feature:timer-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:timer-contact:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.75,3,3,6,5,ms
:feature:timer-contact:compileDebugKotlin,Store build info,2.2,3.0,2,3,4,4,ms
:feature:timer-contact:compileDebugKotlin,Clear output,4.33,,3,,8,,ms
:feature:todo-contact:compileDebugKotlin,Load current classpath snapshot,5.82,5.44,6,6,11,9,ms
:feature:todo-contact:compileDebugKotlin,Compiler backend,112.92,112.0,104,108,160,171,ms
:feature:todo-contact:compileDebugKotlin,Spent time before task action,37.6,40.58,36,40,55,55,ms
:feature:todo-contact:compileDebugKotlin,Compiler initialization time,63.98,69.48,64,63,106,98,ms
:feature:todo-contact:compileDebugKotlin,Compiler code generation,329.94,345.2,335,336,434,487,ms
:feature:todo-contact:compileDebugKotlin,Total Gradle task time,2135.86,2188.24,2148,2248,2621,2616,ms
:feature:todo-contact:compileDebugKotlin,Update caches,3.9,3.92,4,4,7,6,ms
:feature:todo-contact:compileDebugKotlin,Run compilation,1963.04,2014.46,1969,2043,2428,2422,ms
:feature:todo-contact:compileDebugKotlin,Run compilation in Gradle worker,1996.16,2046.32,2003,2089,2465,2429,ms
:feature:todo-contact:compileDebugKotlin,Compiler translation to IR,598.54,608.06,577,589,717,767,ms
:feature:todo-contact:compileDebugKotlin,Remove duplicate classes,5.0,4.56,5,5,9,7,ms
:feature:todo-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,41.9,40.0,44,42,63,58,ms
:feature:todo-contact:compileDebugKotlin,Start gradle worker,2.54,2.45,2,2,5,4,ms
:feature:todo-contact:compileDebugKotlin,Task action before worker execution,15.4,17.44,15,17,22,25,ms
:feature:todo-contact:compileDebugKotlin,Sources compilation round,1786.6,1851.66,1798,1862,2200,2256,ms
:feature:todo-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,33.72,32.12,36,35,50,47,ms
:feature:todo-contact:compileDebugKotlin,Calculate output size,1.96,2.43,1,1,4,6,ms
:feature:todo-contact:compileDebugKotlin,Compiler code analysis,547.72,575.62,546,565,700,755,ms
:feature:todo-contact:compileDebugKotlin,Compiler IR lowering,216.54,232.78,224,228,291,347,ms
:feature:todo-contact:compileDebugKotlin,Incremental compilation in daemon,1913.4,1980.2,1916,2002,2391,2377,ms
:feature:todo-contact:compileDebugKotlin,Total size of the cache directory,549.6,549.6,550,550,550,550,KB
:feature:todo-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:todo-contact:compileDebugKotlin,Size of classpath snapshot,6.0,6.0,6,6,6,6,MB
:feature:todo-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:todo-contact:compileDebugKotlin,Code generation lines per second,936,907,854,850,1327,1349,
:feature:todo-contact:compileDebugKotlin,Number of classpath entries,114,114,114,114,114,114,
:feature:todo-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:todo-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:todo-contact:compileDebugKotlin,Number of lines analyzed,286,286,286,286,286,286,
:feature:todo-contact:compileDebugKotlin,Analysis lines per second,541,515,524,505,714,657,
:feature:todo-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,113,113,113,113,113,113,
:feature:todo-contact:compileDebugKotlin,Size of shrunk classpath snapshot,30.2,30.2,30,30,30,30,KB
:feature:todo-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:todo-contact:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.43,3,3,4,3,ms
:feature:todo-contact:compileDebugKotlin,Store build info,6.0,2.67,6,3,6,3,ms
:feature:user-login:compileDebugKotlin,Load current classpath snapshot,5.16,15.5,5,5,9,9,ms
:feature:user-login:compileDebugKotlin,Compiler backend,95.76,109.7,94,98,131,151,ms
:feature:user-login:compileDebugKotlin,Spent time before task action,36.5,38.22,36,37,49,54,ms
:feature:user-login:compileDebugKotlin,Compiler initialization time,54.92,61.84,55,52,81,82,ms
:feature:user-login:compileDebugKotlin,Compiler code generation,297.0,324.8,276,309,471,425,ms
:feature:user-login:compileDebugKotlin,Total Gradle task time,1915.36,2043.18,1924,1924,2157,2761,ms
:feature:user-login:compileDebugKotlin,Update caches,2.96,2.92,2,2,7,5,ms
:feature:user-login:compileDebugKotlin,Run compilation,1769.06,1883.34,1793,1795,2020,2517,ms
:feature:user-login:compileDebugKotlin,Run compilation in Gradle worker,1780.58,1900.04,1803,1798,2022,2573,ms
:feature:user-login:compileDebugKotlin,Compiler translation to IR,588.42,595.86,566,572,725,740,ms
:feature:user-login:compileDebugKotlin,Remove duplicate classes,4.54,14.64,5,4,8,8,ms
:feature:user-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,42.16,52.94,40,38,60,64,ms
:feature:user-login:compileDebugKotlin,Start gradle worker,2.22,2.2,1,2,5,4,ms
:feature:user-login:compileDebugKotlin,Task action before worker execution,14.0,14.88,15,15,21,22,ms
:feature:user-login:compileDebugKotlin,Sources compilation round,1611.36,1713.68,1615,1665,1853,2200,ms
:feature:user-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,34.88,34.92,31,32,48,51,ms
:feature:user-login:compileDebugKotlin,Calculate output size,1.96,2.25,1,1,4,6,ms
:feature:user-login:compileDebugKotlin,Compiler code analysis,462.34,505.22,441,494,594,659,ms
:feature:user-login:compileDebugKotlin,Compiler IR lowering,200.76,214.6,180,205,290,296,ms
:feature:user-login:compileDebugKotlin,Incremental compilation in daemon,1730.14,1849.54,1759,1765,1982,2468,ms
:feature:user-login:compileDebugKotlin,Total size of the cache directory,545.2,545.2,545,545,545,545,KB
:feature:user-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:user-login:compileDebugKotlin,Size of classpath snapshot,6.0,6.0,6,6,6,6,MB
:feature:user-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:user-login:compileDebugKotlin,Code generation lines per second,1059,1011,1027,916,1470,1544,
:feature:user-login:compileDebugKotlin,Number of classpath entries,113,113,113,113,113,113,
:feature:user-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:user-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:user-login:compileDebugKotlin,Number of lines analyzed,284,284,284,284,284,284,
:feature:user-login:compileDebugKotlin,Analysis lines per second,647,589,643,574,837,752,
:feature:user-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,112,112,112,112,112,112,
:feature:user-login:compileDebugKotlin,Size of shrunk classpath snapshot,30.4,30.4,30,30,30,30,KB
:feature:user-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:user-login:compileDebugKotlin,Save shrunk current classpath snapshot,3.33,3.4,3,3,5,6,ms
:feature:user-login:compileDebugKotlin,Store build info,2.0,1.5,2,2,3,2,ms
:feature:video-contact:compileDebugKotlin,Load current classpath snapshot,5.08,4.92,5,5,9,9,ms
:feature:video-contact:compileDebugKotlin,Compiler backend,80.7,93.62,73,70,119,127,ms
:feature:video-contact:compileDebugKotlin,Spent time before task action,38.06,38.38,36,36,48,55,ms
:feature:video-contact:compileDebugKotlin,Compiler initialization time,51.12,55.38,45,50,84,78,ms
:feature:video-contact:compileDebugKotlin,Compiler code generation,250.22,255.56,238,228,344,372,ms
:feature:video-contact:compileDebugKotlin,Total Gradle task time,1733.3,1753.98,1699,1705,2037,2219,ms
:feature:video-contact:compileDebugKotlin,Update caches,3.1,3.4,3,3,6,6,ms
:feature:video-contact:compileDebugKotlin,Run compilation,1586.86,1613.92,1556,1585,1865,2009,ms
:feature:video-contact:compileDebugKotlin,Run compilation in Gradle worker,1601.92,1627.04,1575,1597,1874,2078,ms
:feature:video-contact:compileDebugKotlin,Compiler translation to IR,535.44,522.5,510,503,711,667,ms
:feature:video-contact:compileDebugKotlin,Remove duplicate classes,4.2,3.98,4,3,7,7,ms
:feature:video-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,39.72,34.28,32,31,56,53,ms
:feature:video-contact:compileDebugKotlin,Start gradle worker,1.75,2.12,1,1,4,5,ms
:feature:video-contact:compileDebugKotlin,Task action before worker execution,20.88,14.74,14,14,23,21,ms
:feature:video-contact:compileDebugKotlin,Sources compilation round,1437.18,1472.92,1434,1451,1675,1859,ms
:feature:video-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,32.28,27.48,24,23,43,44,ms
:feature:video-contact:compileDebugKotlin,Calculate output size,2.11,1.77,1,1,4,4,ms
:feature:video-contact:compileDebugKotlin,Compiler code analysis,413.98,449.5,405,430,500,559,ms
:feature:video-contact:compileDebugKotlin,Compiler IR lowering,168.92,161.5,160,147,234,242,ms
:feature:video-contact:compileDebugKotlin,Incremental compilation in daemon,1551.66,1578.92,1531,1551,1837,1946,ms
:feature:video-contact:compileDebugKotlin,Total size of the cache directory,541.2,541.2,541,541,541,541,KB
:feature:video-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:video-contact:compileDebugKotlin,Size of classpath snapshot,6.3,6.3,6,6,6,6,MB
:feature:video-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:video-contact:compileDebugKotlin,Code generation lines per second,1074,1111,1060,1109,1509,1585,
:feature:video-contact:compileDebugKotlin,Number of classpath entries,123,123,123,123,123,123,
:feature:video-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:video-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:video-contact:compileDebugKotlin,Number of lines analyzed,253,253,253,253,253,253,
:feature:video-contact:compileDebugKotlin,Analysis lines per second,625,588,624,588,770,753,
:feature:video-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,122,122,122,122,122,122,
:feature:video-contact:compileDebugKotlin,Size of shrunk classpath snapshot,28.3,28.3,28,28,28,28,KB
:feature:video-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:video-contact:compileDebugKotlin,Store build info,2.5,3.0,3,3,3,3,ms
:feature:video-contact:compileDebugKotlin,Save shrunk current classpath snapshot,2.38,1.83,2,2,5,2,ms
:feature:video-contact:compileDebugKotlin,Clear output,2.0,1.0,2,1,3,1,ms
:feature:video-contact:compileDebugKotlin,Clear outputs on rebuild,3.0,2.0,3,2,3,2,ms
:feature:weather-contact:compileDebugKotlin,Load current classpath snapshot,5.7,5.12,6,5,9,9,ms
:feature:weather-contact:compileDebugKotlin,Compiler backend,145.76,131.84,129,121,200,176,ms
:feature:weather-contact:compileDebugKotlin,Spent time before task action,37.5,37.38,38,37,53,52,ms
:feature:weather-contact:compileDebugKotlin,Compiler initialization time,53.3,55.26,46,50,86,79,ms
:feature:weather-contact:compileDebugKotlin,Compiler code generation,354.12,358.16,337,326,472,488,ms
:feature:weather-contact:compileDebugKotlin,Total Gradle task time,2018.3,2023.42,1983,1969,2382,2537,ms
:feature:weather-contact:compileDebugKotlin,Update caches,3.56,4.2,4,4,6,7,ms
:feature:weather-contact:compileDebugKotlin,Run compilation,1851.32,1864.16,1811,1792,2171,2366,ms
:feature:weather-contact:compileDebugKotlin,Run compilation in Gradle worker,1869.84,1881.24,1835,1822,2199,2372,ms
:feature:weather-contact:compileDebugKotlin,Compiler translation to IR,574.14,568.02,562,544,791,737,ms
:feature:weather-contact:compileDebugKotlin,Remove duplicate classes,5.12,4.5,5,5,9,8,ms
:feature:weather-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.82,39.28,39,41,53,60,ms
:feature:weather-contact:compileDebugKotlin,Start gradle worker,1.96,2.12,1,1,5,5,ms
:feature:weather-contact:compileDebugKotlin,Task action before worker execution,14.48,14.06,14,15,22,21,ms
:feature:weather-contact:compileDebugKotlin,Sources compilation round,1702.62,1701.08,1655,1619,2020,2207,ms
:feature:weather-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,30.56,31.56,32,32,44,50,ms
:feature:weather-contact:compileDebugKotlin,Calculate output size,2.29,1.71,1,1,4,4,ms
:feature:weather-contact:compileDebugKotlin,Compiler code analysis,507.38,506.08,486,491,628,638,ms
:feature:weather-contact:compileDebugKotlin,Compiler IR lowering,207.76,225.82,202,189,274,302,ms
:feature:weather-contact:compileDebugKotlin,Incremental compilation in daemon,1822.38,1827.64,1773,1735,2147,2330,ms
:feature:weather-contact:compileDebugKotlin,Total size of the cache directory,558.4,558.4,558,558,558,558,KB
:feature:weather-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:weather-contact:compileDebugKotlin,Size of classpath snapshot,6.4,6.4,6,6,6,6,MB
:feature:weather-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:weather-contact:compileDebugKotlin,Code generation lines per second,855,886,840,866,1108,1239,
:feature:weather-contact:compileDebugKotlin,Number of classpath entries,124,124,124,124,124,124,
:feature:weather-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:weather-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:weather-contact:compileDebugKotlin,Number of lines analyzed,283,283,283,283,283,283,
:feature:weather-contact:compileDebugKotlin,Analysis lines per second,583,584,582,576,761,772,
:feature:weather-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,123,123,123,123,123,123,
:feature:weather-contact:compileDebugKotlin,Size of shrunk classpath snapshot,45.2,45.2,45,45,45,45,KB
:feature:weather-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:weather-contact:compileDebugKotlin,Store build info,2.0,,2,,3,,ms
:feature:weather-contact:compileDebugKotlin,Clear output,2.5,,3,,4,,ms
:feature:weather-contact:compileDebugKotlin,Save shrunk current classpath snapshot,2.75,3.0,3,3,5,6,ms
:feature:weather-contact:compileDebugKotlin,Clear outputs on rebuild,1.67,2.0,2,2,2,2,ms
:model:account-cart:compileDebugKotlin,Load current classpath snapshot,17.78,16.2,12,14,25,25,ms
:model:account-cart:compileDebugKotlin,Compiler backend,74.9,94.04,71,79,113,138,ms
:model:account-cart:compileDebugKotlin,Spent time before task action,64.44,68.1,63,68,92,92,ms
:model:account-cart:compileDebugKotlin,Compiler initialization time,50.68,49.32,48,43,78,73,ms
:model:account-cart:compileDebugKotlin,Compiler code generation,232.08,271.58,220,250,297,380,ms
:model:account-cart:compileDebugKotlin,Total Gradle task time,1544.68,1653.08,1530,1620,1783,1932,ms
:model:account-cart:compileDebugKotlin,Update caches,1.88,1.72,2,1,4,4,ms
:model:account-cart:compileDebugKotlin,Run compilation,1372.66,1467.22,1363,1420,1609,1726,ms
:model:account-cart:compileDebugKotlin,Run compilation in Gradle worker,1389.2,1487.68,1378,1451,1642,1731,ms
:model:account-cart:compileDebugKotlin,Compiler translation to IR,467.8,500.3,461,500,532,601,ms
:model:account-cart:compileDebugKotlin,Remove duplicate classes,3.6,3.7,3,3,6,8,ms
:model:account-cart:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,46.0,56.94,36,37,67,79,ms
:model:account-cart:compileDebugKotlin,Start gradle worker,1.76,1.81,1,1,3,4,ms
:model:account-cart:compileDebugKotlin,Task action before worker execution,12.7,16.0,12,14,17,22,ms
:model:account-cart:compileDebugKotlin,Sources compilation round,1241.54,1313.34,1213,1259,1458,1570,ms
:model:account-cart:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,26.42,38.84,21,21,42,49,ms
:model:account-cart:compileDebugKotlin,Calculate output size,2.02,2.09,1,1,4,4,ms
:model:account-cart:compileDebugKotlin,Compiler code analysis,349.82,349.78,327,336,436,484,ms
:model:account-cart:compileDebugKotlin,Compiler IR lowering,156.6,177.08,144,155,205,283,ms
:model:account-cart:compileDebugKotlin,Incremental compilation in daemon,1349.32,1442.34,1342,1392,1581,1688,ms
:model:account-cart:compileDebugKotlin,Total size of the cache directory,555.6,555.6,556,556,556,556,KB
:model:account-cart:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:model:account-cart:compileDebugKotlin,Size of classpath snapshot,6.7,6.7,7,7,7,7,MB
:model:account-cart:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:model:account-cart:compileDebugKotlin,Code generation lines per second,1259,1118,1276,1122,1534,1529,
:model:account-cart:compileDebugKotlin,Number of classpath entries,130,130,130,130,130,130,
:model:account-cart:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:model:account-cart:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:model:account-cart:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:model:account-cart:compileDebugKotlin,Analysis lines per second,834,829,858,835,1002,990,
:model:account-cart:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:model:account-cart:compileDebugKotlin,Size of shrunk classpath snapshot,28.1,28.1,28,28,28,28,KB
:model:account-cart:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,34,34,34,34,34,34,
:model:account-cart:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:model:account-cart:compileDebugKotlin,Store build info,2.0,2.0,2,2,2,2,ms
:model:account-cart:compileDebugKotlin,Clear output,2.5,,3,,4,,ms
:model:account-cart:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,2.0,1,2,1,3,ms
:model:alarm-cart:compileDebugKotlin,Load current classpath snapshot,9.66,9.56,7,7,17,16,ms
:model:alarm-cart:compileDebugKotlin,Compiler backend,68.72,80.0,62,67,106,115,ms
:model:alarm-cart:compileDebugKotlin,Spent time before task action,51.22,44.28,48,48,67,63,ms
:model:alarm-cart:compileDebugKotlin,Compiler initialization time,50.86,55.96,48,51,72,84,ms
:model:alarm-cart:compileDebugKotlin,Compiler code generation,204.94,232.46,198,213,284,328,ms
:model:alarm-cart:compileDebugKotlin,Total Gradle task time,1460.56,1551.54,1461,1495,1782,1951,ms
:model:alarm-cart:compileDebugKotlin,Update caches,1.3,1.62,1,1,2,4,ms
:model:alarm-cart:compileDebugKotlin,Run compilation,1309.28,1391.82,1302,1344,1607,1792,ms
:model:alarm-cart:compileDebugKotlin,Run compilation in Gradle worker,1323.94,1410.76,1321,1359,1610,1807,ms
:model:alarm-cart:compileDebugKotlin,Compiler translation to IR,417.54,450.1,398,415,555,618,ms
:model:alarm-cart:compileDebugKotlin,Remove duplicate classes,3.5,3.66,3,3,6,7,ms
:model:alarm-cart:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.0,42.24,30,34,60,66,ms
:model:alarm-cart:compileDebugKotlin,Start gradle worker,1.93,2.28,1,2,4,4,ms
:model:alarm-cart:compileDebugKotlin,Task action before worker execution,11.76,15.42,12,13,18,19,ms
:model:alarm-cart:compileDebugKotlin,Sources compilation round,1185.78,1251.38,1185,1212,1505,1631,ms
:model:alarm-cart:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,26.46,30.78,20,22,41,49,ms
:model:alarm-cart:compileDebugKotlin,Calculate output size,1.71,1.69,1,1,4,4,ms
:model:alarm-cart:compileDebugKotlin,Compiler code analysis,369.34,368.62,364,353,491,446,ms
:model:alarm-cart:compileDebugKotlin,Compiler IR lowering,135.6,151.92,126,135,204,220,ms
:model:alarm-cart:compileDebugKotlin,Incremental compilation in daemon,1286.78,1357.7,1274,1307,1584,1770,ms
:model:alarm-cart:compileDebugKotlin,Total size of the cache directory,552.1,552.1,552,552,552,552,KB
:model:alarm-cart:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:model:alarm-cart:compileDebugKotlin,Size of classpath snapshot,6.8,6.8,7,7,7,7,MB
:model:alarm-cart:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:model:alarm-cart:compileDebugKotlin,Code generation lines per second,1435,1301,1419,1319,1831,1788,
:model:alarm-cart:compileDebugKotlin,Number of classpath entries,132,132,132,132,132,132,
:model:alarm-cart:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:model:alarm-cart:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:model:alarm-cart:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:model:alarm-cart:compileDebugKotlin,Analysis lines per second,790,780,772,794,988,911,
:model:alarm-cart:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,116,116,116,116,116,116,
:model:alarm-cart:compileDebugKotlin,Size of shrunk classpath snapshot,45.4,45.4,45,45,45,45,KB
:model:alarm-cart:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,16,16,16,16,16,16,
:model:alarm-cart:compileDebugKotlin,Clear output,1.0,3.5,1,4,1,6,ms
:model:alarm-cart:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,4.5,1,5,1,6,ms
:model:alarm-cart:compileDebugKotlin,Store build info,2.5,2.0,3,2,3,2,ms
:model:analytics-cart:compileDebugKotlin,Load current classpath snapshot,4.54,4.46,3,4,8,9,ms
:model:analytics-cart:compileDebugKotlin,Compiler backend,74.22,76.68,66,66,105,112,ms
:model:analytics-cart:compileDebugKotlin,Spent time before task action,30.8,34.44,31,33,46,45,ms
:model:analytics-cart:compileDebugKotlin,Compiler initialization time,46.72,46.3,45,41,69,67,ms
:model:analytics-cart:compileDebugKotlin,Compiler code generation,224.2,263.66,215,251,310,407,ms
:model:analytics-cart:compileDebugKotlin,Total Gradle task time,1489.76,1471.78,1447,1441,1832,1685,ms
