Category,Metric,varianta_main_4_workers Mean,variantb_kotlin_compiler_3_workers Mean,varianta_main_4_workers P50,variantb_kotlin_compiler_3_workers P50,varianta_main_4_workers P90,variantb_kotlin_compiler_3_workers P90,Unit
:core:notifications:compileProdDebugKotlin,Incremental compilation in daemon,762.02,762.08,753,749,902,912,ms
:core:notifications:compileProdDebugKotlin,Compiler IR translation,66.22,61.64,62,61,90,88,ms
:core:notifications:compileProdDebugKotlin,Total Gradle task time,948.78,1034.76,960,944,1147,1530,ms
:core:notifications:compileProdDebugKotlin,Start gradle worker,2.88,76.09,3,3,6,392,ms
:core:notifications:compileProdDebugKotlin,Calculate output size,2.28,2.42,1,1,5,5,ms
:core:notifications:compileProdDebugKotlin,Load current classpath snapshot,5.04,3.98,5,4,10,8,ms
:core:notifications:compileProdDebugKotlin,Run compilation in Gradle worker,801.64,821.54,799,791,973,1009,ms
:core:notifications:compileProdDebugKotlin,Clear jar cache,1.78,2.91,1,2,3,7,ms
:core:notifications:compileProdDebugKotlin,Compiler IR generation,60.3,53.34,58,55,76,71,ms
:core:notifications:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:notifications:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Number of lines analyzed,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Number of lines for code generation,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Compiler IR lowering line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Compiler IR generation line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Compiler IR translation line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Size of classpath snapshot,2.5,2.5,3,3,3,3,MB
:core:notifications:compileProdDebugKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:core:notifications:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,40,40,40,40,40,40,
:core:notifications:compileProdDebugKotlin,Analysis lines per second,615,601,590,577,843,776,
:core:notifications:compileProdDebugKotlin,Code generation lines per second,2349,2583,2189,2350,3445,3900,
:core:notifications:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Total size of the cache directory,546.4,546.4,546,546,546,546,KB
:core:notifications:compileProdDebugKotlin,Number of classpath entries,40,40,40,40,40,40,
:core:notifications:compileProdDebugKotlin,Store build info,2.0,,2,,3,,ms
:core:notifications:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.67,2.89,3,3,8,6,ms
:core:notifications:compileProdDebugKotlin,Write history file,3.0,,3,,3,,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler code analysis,595.28,703.92,571,665,794,870,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR lowering,81.82,88.46,73,83,147,118,ms
:core:screenshot-testing:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,155.32,176.1,146,147,251,302,ms
:core:screenshot-testing:compileDemoDebugKotlin,Spent time before task action,26.72,29.08,24,28,38,36,ms
:core:screenshot-testing:compileDemoDebugKotlin,Connect to Kotlin daemon,10.46,11.32,9,11,17,17,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler initialization time,113.08,115.28,95,104,208,154,ms
:core:screenshot-testing:compileDemoDebugKotlin,Task action before worker execution,15.36,19.04,15,19,27,26,ms
:core:screenshot-testing:compileDemoDebugKotlin,Sources compilation round,1326.42,1522.06,1287,1456,1630,1892,ms
:core:screenshot-testing:compileDemoDebugKotlin,Run compilation,1580.02,1797.78,1556,1707,1851,2253,ms
:core:screenshot-testing:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,157.12,178.26,148,148,253,303,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler code generation,162.64,206.44,158,208,257,276,ms
:core:screenshot-testing:compileDemoDebugKotlin,Incremental compilation in daemon,1557.98,1776.18,1536,1683,1834,2213,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR translation,450.12,490.8,435,454,564,609,ms
:core:screenshot-testing:compileDemoDebugKotlin,Total Gradle task time,1730.98,1960.92,1688,1870,2012,2453,ms
:core:screenshot-testing:compileDemoDebugKotlin,Start gradle worker,2.41,3.1,1,2,5,9,ms
:core:screenshot-testing:compileDemoDebugKotlin,Calculate output size,1.62,2.14,1,1,3,4,ms
:core:screenshot-testing:compileDemoDebugKotlin,Load current classpath snapshot,53.42,60.28,55,54,88,108,ms
:core:screenshot-testing:compileDemoDebugKotlin,Run compilation in Gradle worker,1593.88,1813.4,1566,1720,1865,2281,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR generation,80.3,117.52,78,118,110,156,ms
:core:screenshot-testing:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR translation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileDemoDebugKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,93,97,89,99,121,121,
:core:screenshot-testing:compileDemoDebugKotlin,Analysis lines per second,476,401,476,409,613,485,
:core:screenshot-testing:compileDemoDebugKotlin,Code generation lines per second,1826,1433,1727,1307,2509,2194,
:core:screenshot-testing:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Total size of the cache directory,467.8,467.8,468,468,468,468,KB
:core:screenshot-testing:compileDemoDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:core:screenshot-testing:compileDemoDebugKotlin,Update caches,1.75,2.32,1,1,4,6,ms
:core:screenshot-testing:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,37,37,49,49,49,49,
:core:screenshot-testing:compileDemoDebugKotlin,Clear jar cache,2.33,1.76,2,1,4,3,ms
:core:screenshot-testing:compileDemoDebugKotlin,Clear output,3.33,2.0,4,2,5,2,ms
:core:screenshot-testing:compileDemoDebugKotlin,Save shrunk current classpath snapshot,4.5,3.17,5,3,6,6,ms
:core:screenshot-testing:compileDemoDebugKotlin,Store build info,2.0,,2,,3,,ms
:core:screenshot-testing:compileDemoDebugKotlin,Write history file,6.0,3.0,6,3,6,3,ms
:core:screenshot-testing:compileDemoDebugKotlin,Clear outputs on rebuild,1.0,1.0,1,1,1,1,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler code analysis,591.4,684.7,549,670,740,919,ms
:core:screenshot-testing:compileProdDebugKotlin,Update caches,2.03,2.36,1,1,4,4,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR lowering,80.48,92.96,76,85,106,122,ms
:core:screenshot-testing:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,150.9,184.32,147,166,237,292,ms
:core:screenshot-testing:compileProdDebugKotlin,Spent time before task action,23.5,28.1,23,28,34,42,ms
:core:screenshot-testing:compileProdDebugKotlin,Connect to Kotlin daemon,10.02,12.24,9,10,17,21,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler initialization time,115.8,108.04,100,95,208,158,ms
:core:screenshot-testing:compileProdDebugKotlin,Task action before worker execution,19.8,18.86,17,19,26,27,ms
:core:screenshot-testing:compileProdDebugKotlin,Sources compilation round,1343.42,1492.14,1291,1402,1590,1938,ms
:core:screenshot-testing:compileProdDebugKotlin,Run compilation,1589.78,1774.1,1525,1716,1966,2283,ms
:core:screenshot-testing:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,152.94,186.66,148,168,238,294,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler code generation,181.2,216.44,167,192,272,284,ms
:core:screenshot-testing:compileProdDebugKotlin,Incremental compilation in daemon,1568.62,1753.18,1493,1688,1941,2262,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR translation,447.52,477.62,415,472,578,606,ms
:core:screenshot-testing:compileProdDebugKotlin,Total Gradle task time,1749.82,1946.0,1697,1879,2179,2468,ms
:core:screenshot-testing:compileProdDebugKotlin,Start gradle worker,2.33,3.0,1,1,5,8,ms
:core:screenshot-testing:compileProdDebugKotlin,Calculate output size,1.86,2.28,1,1,4,5,ms
:core:screenshot-testing:compileProdDebugKotlin,Load current classpath snapshot,46.96,57.12,52,64,85,84,ms
:core:screenshot-testing:compileProdDebugKotlin,Run compilation in Gradle worker,1603.34,1790.5,1539,1733,1977,2302,ms
:core:screenshot-testing:compileProdDebugKotlin,Clear jar cache,2.68,2.39,2,1,6,5,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR generation,100.32,122.92,96,103,143,144,ms
:core:screenshot-testing:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR translation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,34,37,36,49,49,49,
:core:screenshot-testing:compileProdDebugKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,99,95,105,95,121,121,
:core:screenshot-testing:compileProdDebugKotlin,Analysis lines per second,474,413,496,405,581,542,
:core:screenshot-testing:compileProdDebugKotlin,Code generation lines per second,1638,1461,1629,1417,2344,2050,
:core:screenshot-testing:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Total size of the cache directory,467.8,467.8,468,468,468,468,KB
:core:screenshot-testing:compileProdDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:core:screenshot-testing:compileProdDebugKotlin,Save shrunk current classpath snapshot,5.0,3.33,3,3,9,8,ms
:core:screenshot-testing:compileProdDebugKotlin,Write history file,2.67,2.5,2,3,5,3,ms
:core:screenshot-testing:compileProdDebugKotlin,Clear output,2.0,,2,,3,,ms
:core:screenshot-testing:compileProdDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:testing:compileDemoDebugKotlin,Compiler code analysis,711.48,742.14,674,737,948,943,ms
:core:testing:compileDemoDebugKotlin,Update caches,5.22,4.08,5,3,8,8,ms
:core:testing:compileDemoDebugKotlin,Compiler IR lowering,149.3,142.62,143,135,219,202,ms
:core:testing:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,28.72,30.38,29,30,43,42,ms
:core:testing:compileDemoDebugKotlin,Spent time before task action,24.9,25.82,24,26,33,36,ms
:core:testing:compileDemoDebugKotlin,Connect to Kotlin daemon,11.02,12.48,9,9,16,14,ms
:core:testing:compileDemoDebugKotlin,Compiler initialization time,35.0,39.7,33,35,49,54,ms
:core:testing:compileDemoDebugKotlin,Task action before worker execution,22.94,26.2,24,25,32,40,ms
:core:testing:compileDemoDebugKotlin,Sources compilation round,1183.88,1222.08,1136,1178,1510,1541,ms
:core:testing:compileDemoDebugKotlin,Run compilation,1313.84,1351.96,1281,1311,1707,1709,ms
:core:testing:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,30.4,32.22,31,32,44,44,ms
:core:testing:compileDemoDebugKotlin,Compiler code generation,332.56,329.92,303,321,469,407,ms
:core:testing:compileDemoDebugKotlin,Incremental compilation in daemon,1296.36,1329.16,1266,1294,1681,1664,ms
:core:testing:compileDemoDebugKotlin,Compiler IR translation,97.88,101.62,87,96,158,160,ms
:core:testing:compileDemoDebugKotlin,Total Gradle task time,1476.66,1516.0,1423,1452,1863,1921,ms
:core:testing:compileDemoDebugKotlin,Calculate output size,5.04,1.74,1,1,5,4,ms
:core:testing:compileDemoDebugKotlin,Load current classpath snapshot,5.58,6.58,5,6,11,10,ms
:core:testing:compileDemoDebugKotlin,Run compilation in Gradle worker,1329.04,1368.62,1294,1320,1720,1759,ms
:core:testing:compileDemoDebugKotlin,Compiler IR generation,182.72,186.76,169,173,283,232,ms
:core:testing:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Compiler IR translation line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,4,5,5,5,5,6,
:core:testing:compileDemoDebugKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,61,59,60,60,65,60,
:core:testing:compileDemoDebugKotlin,Analysis lines per second,1429,1398,1449,1325,1843,1947,
:core:testing:compileDemoDebugKotlin,Code generation lines per second,3143,3267,3226,3046,3997,4641,
:core:testing:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Total size of the cache directory,573.2,573.2,573,573,573,573,KB
:core:testing:compileDemoDebugKotlin,Number of classpath entries,65,65,65,65,65,65,
:core:testing:compileDemoDebugKotlin,Clear jar cache,2.52,2.17,1,1,5,4,ms
:core:testing:compileDemoDebugKotlin,Start gradle worker,10.77,9.96,2,1,4,9,ms
:core:testing:compileDemoDebugKotlin,Store build info,1.0,2.0,1,2,1,2,ms
:core:testing:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.57,2.36,3,3,4,4,ms
:core:testing:compileDemoDebugKotlin,Clear output,1.0,2.0,1,2,1,3,ms
:core:testing:compileDemoDebugKotlin,Clear outputs on rebuild,5.0,,5,,5,,ms
:core:testing:compileProdDebugKotlin,Compiler code analysis,743.68,695.34,726,645,913,1071,ms
:core:testing:compileProdDebugKotlin,Update caches,9.52,3.94,4,3,8,7,ms
:core:testing:compileProdDebugKotlin,Compiler IR lowering,134.6,130.16,136,126,184,189,ms
:core:testing:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,27.02,20.34,24,16,41,29,ms
:core:testing:compileProdDebugKotlin,Spent time before task action,20.86,17.44,21,17,31,30,ms
:core:testing:compileProdDebugKotlin,Connect to Kotlin daemon,9.42,8.86,9,7,15,15,ms
:core:testing:compileProdDebugKotlin,Compiler initialization time,34.04,32.04,32,31,55,52,ms
:core:testing:compileProdDebugKotlin,Task action before worker execution,25.24,21.78,25,21,37,33,ms
:core:testing:compileProdDebugKotlin,Sources compilation round,1160.96,1064.36,1143,1004,1438,1510,ms
:core:testing:compileProdDebugKotlin,Run compilation,1291.82,1167.02,1261,1098,1621,1611,ms
:core:testing:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,29.0,21.86,25,17,44,31,ms
:core:testing:compileProdDebugKotlin,Compiler code generation,287.54,254.56,280,248,394,369,ms
:core:testing:compileProdDebugKotlin,Incremental compilation in daemon,1270.64,1148.34,1241,1077,1566,1589,ms
:core:testing:compileProdDebugKotlin,Compiler IR translation,88.7,76.3,78,74,124,103,ms
:core:testing:compileProdDebugKotlin,Total Gradle task time,1441.9,1283.82,1424,1201,1806,1728,ms
:core:testing:compileProdDebugKotlin,Calculate output size,1.74,1.28,1,1,4,3,ms
:core:testing:compileProdDebugKotlin,Load current classpath snapshot,4.28,2.54,4,2,9,5,ms
:core:testing:compileProdDebugKotlin,Run compilation in Gradle worker,1304.56,1178.86,1271,1109,1637,1624,ms
:core:testing:compileProdDebugKotlin,Compiler IR generation,152.46,123.84,148,114,198,169,ms
:core:testing:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Compiler IR translation line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileProdDebugKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,63,65,65,65,65,65,
:core:testing:compileProdDebugKotlin,Analysis lines per second,1367,1515,1345,1514,1755,2065,
:core:testing:compileProdDebugKotlin,Code generation lines per second,3603,4112,3493,3937,4954,5530,
:core:testing:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Total size of the cache directory,573.2,573.2,573,573,573,573,KB
:core:testing:compileProdDebugKotlin,Number of classpath entries,65,65,65,65,65,65,
:core:testing:compileProdDebugKotlin,Start gradle worker,2.04,2.95,1,2,5,6,ms
:core:testing:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.11,3.25,2,3,4,4,ms
:core:testing:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,,5,,5,,
:core:testing:compileProdDebugKotlin,Clear jar cache,1.65,2.25,1,1,4,10,ms
:core:testing:compileProdDebugKotlin,Clear output,1.0,1.0,1,1,1,1,ms
:core:testing:compileProdDebugKotlin,Write history file,5.0,,5,,5,,ms
:core:ui:compileDemoDebugKotlin,Compiler code analysis,1744.98,1938.44,1754,1920,1994,2295,ms
:core:ui:compileDemoDebugKotlin,Update caches,14.08,15.34,14,15,21,22,ms
:core:ui:compileDemoDebugKotlin,Compiler IR lowering,648.88,748.48,650,725,750,956,ms
:core:ui:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,107.32,123.56,100,111,183,193,ms
:core:ui:compileDemoDebugKotlin,Spent time before task action,68.7,69.66,68,65,93,96,ms
:core:ui:compileDemoDebugKotlin,Connect to Kotlin daemon,15.58,20.98,13,15,26,36,ms
:core:ui:compileDemoDebugKotlin,Compiler initialization time,105.66,111.28,104,98,142,160,ms
:core:ui:compileDemoDebugKotlin,Task action before worker execution,25.66,18.82,21,18,32,25,ms
:core:ui:compileDemoDebugKotlin,Sources compilation round,4659.54,5288.26,4703,5263,5051,6131,ms
:core:ui:compileDemoDebugKotlin,Run compilation,4942.9,5610.62,5003,5582,5455,6453,ms
:core:ui:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,110.64,127.24,102,115,187,195,ms
:core:ui:compileDemoDebugKotlin,Compiler code generation,1572.16,1858.52,1539,1868,1831,2181,ms
:core:ui:compileDemoDebugKotlin,Incremental compilation in daemon,4904.52,5570.54,4964,5552,5415,6414,ms
:core:ui:compileDemoDebugKotlin,Compiler IR translation,1223.58,1370.4,1200,1362,1464,1653,ms
:core:ui:compileDemoDebugKotlin,Total Gradle task time,5409.32,5926.4,5342,5886,6376,6708,ms
:core:ui:compileDemoDebugKotlin,Start gradle worker,188.52,27.46,8,4,953,9,ms
:core:ui:compileDemoDebugKotlin,Calculate output size,2.12,2.4,1,1,4,5,ms
:core:ui:compileDemoDebugKotlin,Load current classpath snapshot,26.4,32.52,23,28,37,43,ms
:core:ui:compileDemoDebugKotlin,Run compilation in Gradle worker,4962.6,5638.4,5020,5600,5476,6478,ms
:core:ui:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.4,2.4,1,2,4,5,ms
:core:ui:compileDemoDebugKotlin,Compiler IR generation,922.8,1109.4,896,1096,1118,1406,ms
:core:ui:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Compiler IR translation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Size of classpath snapshot,7.8,7.8,8,8,8,8,MB
:core:ui:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,4,5,5,5,5,
:core:ui:compileDemoDebugKotlin,Size of shrunk classpath snapshot,90.3,90.3,90,90,90,90,KB
:core:ui:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,53,53,53,53,53,54,
:core:ui:compileDemoDebugKotlin,Analysis lines per second,722,656,710,649,830,820,
:core:ui:compileDemoDebugKotlin,Code generation lines per second,805,690,810,667,950,825,
:core:ui:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Total size of the cache directory,603.9,603.9,604,604,604,604,KB
:core:ui:compileDemoDebugKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:ui:compileDemoDebugKotlin,Clear jar cache,1.93,2.72,2,2,3,7,ms
:core:ui:compileDemoDebugKotlin,Store build info,3.2,4.5,3,5,5,6,ms
:core:ui:compileDemoDebugKotlin,Clear outputs on rebuild,11.0,3.0,11,3,11,3,ms
:core:ui:compileDemoDebugKotlin,Write history file,2.0,5.5,2,6,2,6,ms
:core:ui:compileProdDebugKotlin,Compiler code analysis,1123.3,1213.02,1094,1218,1390,1555,ms
:core:ui:compileProdDebugKotlin,Update caches,9.4,7.72,8,7,15,13,ms
:core:ui:compileProdDebugKotlin,Compiler IR lowering,367.62,391.92,369,388,444,509,ms
:core:ui:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,77.1,83.56,72,79,122,144,ms
:core:ui:compileProdDebugKotlin,Spent time before task action,40.86,44.02,28,25,62,71,ms
:core:ui:compileProdDebugKotlin,Connect to Kotlin daemon,12.26,14.38,10,11,24,24,ms
:core:ui:compileProdDebugKotlin,Compiler initialization time,70.16,72.08,69,69,101,95,ms
:core:ui:compileProdDebugKotlin,Task action before worker execution,19.78,30.18,18,17,28,31,ms
:core:ui:compileProdDebugKotlin,Sources compilation round,3062.38,3239.4,2998,3185,3643,3896,ms
:core:ui:compileProdDebugKotlin,Run compilation,3324.38,3458.7,3268,3483,4032,4102,ms
:core:ui:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,79.46,85.92,76,81,129,145,ms
:core:ui:compileProdDebugKotlin,Compiler code generation,925.14,982.7,926,918,1144,1288,ms
:core:ui:compileProdDebugKotlin,Incremental compilation in daemon,3273.24,3426.28,3239,3466,3963,4077,ms
:core:ui:compileProdDebugKotlin,Compiler IR translation,936.64,964.22,903,953,1120,1120,ms
:core:ui:compileProdDebugKotlin,Total Gradle task time,3624.62,3794.96,3521,3715,4353,4394,ms
:core:ui:compileProdDebugKotlin,Start gradle worker,21.47,59.93,4,4,17,212,ms
:core:ui:compileProdDebugKotlin,Calculate output size,2.06,1.98,1,1,4,4,ms
:core:ui:compileProdDebugKotlin,Load current classpath snapshot,18.86,18.86,17,18,26,29,ms
:core:ui:compileProdDebugKotlin,Run compilation in Gradle worker,3369.34,3480.02,3279,3498,4076,4114,ms
:core:ui:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.0,2.03,1,1,4,4,ms
:core:ui:compileProdDebugKotlin,Clear jar cache,3.2,7.5,2,2,6,19,ms
:core:ui:compileProdDebugKotlin,Compiler IR generation,557.02,590.24,534,543,718,795,ms
:core:ui:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Compiler IR translation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Size of classpath snapshot,7.9,7.9,8,8,8,8,MB
:core:ui:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Size of shrunk classpath snapshot,90.3,90.3,90,90,90,90,KB
:core:ui:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,56,56,57,57,57,57,
:core:ui:compileProdDebugKotlin,Analysis lines per second,1154,1064,1139,1023,1544,1342,
:core:ui:compileProdDebugKotlin,Code generation lines per second,1396,1354,1346,1357,1722,1887,
:core:ui:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Total size of the cache directory,603.9,603.9,604,604,604,604,KB
:core:ui:compileProdDebugKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:ui:compileProdDebugKotlin,Write history file,3.6,3.0,3,3,6,3,ms
:core:ui:compileProdDebugKotlin,Store build info,2.83,6.0,2,6,8,6,ms
:core:ui:compileProdDebugKotlin,Clear output,4.17,3.17,5,3,7,5,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler code analysis,1160.54,1153.94,1190,1109,1482,1492,ms
:feature:bookmarks:compileDemoDebugKotlin,Update caches,6.2,6.5,5,6,10,10,ms
